"Accident_Index","Location_Easting_OSGR ","Location_Northing_OSGR","Longitude","Latitude","Police_Force","Accident_Severity","Number_of_Vehicles","Number_of_Casualties","Date","Day_of_Week","Time","Local_Authority_(District)","Local_Authority_(Highway)","1st_Road_Class","1st_Road_Number","Road_Type","Speed_limit","Junction_Detail","Junction_Control","2nd_Road_Class","2nd_Road_Number","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Light_Conditions","Weather_Conditions","Road_Surface_Conditions","Special_Conditions_at_Site","Carriageway_Hazards","Urban_or_Rural_Area","Did_Police_Officer_Attend_Scene_of_Accident","LSOA_of_Accident_Location"
"200812D100026","460830","452510","-1.0742609999999999","53.965099000000002","12","3","1","1","2008-01-10","5","23:58:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","2","2","0","0","1","1","E01013369"
"2009120000327","460220","446720","-1.0846979999999999","53.913136999999999","12","3","1","1","2009-01-01","5","08:40:00.0000000","189","E06000014","4","1222","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1","E01013450"
"2009120001621","461460","448010","-1.065564","53.924585","12","3","1","1","2009-01-03","7","22:29:00.0000000","189","E06000014","3","19","1","60","1","4","3","64","0","0","4","1","4","0","0","2","1","E01013365"
"2009120002018","465130","451620","-1.0089170000000001","53.956578999999998","12","2","2","1","2009-01-04","1","17:15:00.0000000","189","E06000014","3","1079","3","40","3","2","4","1228","0","0","4","1","2","0","0","2","1","E01013351"
"2009120002510","460850","452490","-1.07396","53.964917","12","3","2","1","2009-01-05","2","20:40:00.0000000","189","E06000014","6","0","1","30","1","4","6","0","0","8","4","1","1","0","0","1","1","E01013369"
"2009120002650","459310","450910","-1.0977380000000001","53.950896999999998","12","2","2","2","2009-01-06","3","08:38:00.0000000","189","E06000014","3","1036","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01013417"
"2009120002862","462620","451500","-1.0471870000000001","53.95581","12","3","1","1","2009-01-05","2","07:20:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","1","4","1","1","0","0","1","2",""
"2009120002969","462720","451280","-1.045709","53.95382","12","3","3","2","2009-01-06","3","17:00:00.0000000","189","E06000014","3","1079","6","30","6","2","6","0","0","5","4","1","1","0","0","1","1","E01013398"
"2009120003119","458810","455100","-1.104549","53.988607999999999","12","3","2","3","2009-01-07","4","01:11:00.0000000","189","E06000014","6","0","6","40","0","-1","-1","0","0","0","4","1","2","0","0","1","1","E01013431"
"2009120003396","461750","449810","-1.0607850000000001","53.940725999999998","12","3","2","1","2009-01-07","4","16:20:00.0000000","189","E06000014","6","0","1","30","1","4","6","0","0","0","4","1","2","0","0","1","1","E01013360"
"2009120003633","461210","454190","-1.068133","53.980151999999997","12","3","2","1","2009-01-08","5","07:40:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","2","0","0","1","1","E01013406"
"2009120004501","458910","452780","-1.103472","53.967748","12","2","2","1","2009-01-09","6","17:34:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","2","1","E01013390"
"2009120004604","462070","457310","-1.054386","54.008088000000001","12","3","1","1","2009-01-09","6","15:55:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","2","2","E01013436"
"2009120004906","459120","447850","-1.101224","53.923419000000003","12","3","2","1","2009-01-10","7","12:02:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","2","0","0","2","1","E01013340"
"2009120005120","462010","456930","-1.0553790000000001","54.00468","12","3","2","1","2009-01-10","7","17:20:00.0000000","189","E06000014","3","1237","1","60","1","4","6","0","0","0","4","1","1","0","0","2","1","E01013409"
"2009120006075","460520","451820","-1.0791230000000001","53.958934999999997","12","3","2","1","2009-01-12","2","14:45:00.0000000","189","E06000014","6","0","2","30","9","4","6","0","0","0","1","1","2","0","0","1","1","E01013367"
"2009120006267","466310","457930","-0.98956500000000003","54.013134000000001","12","3","3","1","2009-01-12","2","08:45:00.0000000","189","E06000014","3","64","6","60","6","4","6","0","0","0","1","1","2","0","0","2","2","E01013437"
"2009120006705","464790","455280","-1.0133209999999999","53.989511999999998","12","3","2","1","2009-01-13","3","14:41:00.0000000","189","E06000014","6","0","6","40","3","4","6","0","0","0","1","1","1","0","0","2","1","E01013437"
"2009120006795","459420","455200","-1.095227","53.989437000000002","12","3","2","1","2009-01-13","3","17:05:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","2","2","0","0","1","1","E01013431"
"2009120006829","460430","452800","-1.0803","53.967751999999997","12","3","2","1","2009-01-13","3","19:00:00.0000000","189","E06000014","6","0","2","30","0","-1","-1","0","0","0","4","1","1","0","0","1","2","E01013368"
"2009120007251","458840","449930","-1.1050869999999999","53.942143000000002","12","3","2","1","2009-01-13","3","13:40:00.0000000","189","E06000014","3","1036","6","30","3","4","6","0","0","0","1","1","2","0","0","1","2","E01013358"
"2009120007385","456940","452990","-1.133459","53.969855000000003","12","3","2","4","2009-01-14","4","17:10:00.0000000","189","E06000014","3","59","1","30","1","4","6","0","0","0","4","1","1","0","0","1","1","E01013339"
"2009120007811","464070","455330","-1.0242899999999999","53.990051000000001","12","3","2","1","2009-01-14","4","13:30:00.0000000","189","E06000014","3","1036","1","30","1","4","3","64","0","0","1","1","1","0","0","2","2","E01013437"
"2009120008467","460710","453660","-1.0758620000000001","53.975448","12","3","2","1","2009-01-16","6","16:45:00.0000000","189","E06000014","6","0","6","30","1","4","6","0","0","0","4","1","1","0","0","1","1","E01013348"
"2009120009487","461480","447990","-1.0652630000000001","53.924402999999998","12","3","2","1","2009-01-18","1","12:05:00.0000000","189","E06000014","3","64","1","40","1","4","3","19","0","0","1","1","1","0","0","2","1","E01013365"
"2009120010211","457360","452640","-1.1271230000000001","53.966664000000002","12","3","2","1","2009-01-19","2","18:15:00.0000000","189","E06000014","3","59","6","30","3","4","6","0","0","0","4","1","1","0","0","1","2","E01013338"
"2009120010480","461170","450580","-1.069466","53.947715000000002","12","2","1","1","2009-01-20","3","10:09:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","4","0","0","1","1","E01013362"
"2009120010523","459370","459150","-1.0952200000000001","54.024940999999998","12","3","1","1","2009-01-20","3","11:10:00.0000000","189","E06000014","4","1363","6","60","8","4","6","0","0","0","1","1","2","0","0","2","1","E01013377"
"2009120010602","461990","447200","-1.057658","53.917242999999999","12","2","2","1","2009-01-20","3","12:21:00.0000000","189","E06000014","3","19","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013450"
"2009120010780","462380","458820","-1.049347","54.021621000000003","12","3","2","1","2009-01-20","3","17:30:00.0000000","189","E06000014","6","0","6","60","8","4","6","0","0","0","4","1","1","0","0","2","1","E01013436"
"2009120011484","457460","448970","-1.126288","53.933670999999997","12","3","1","2","2009-01-22","5","00:08:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","1","2","0","0","1","1","E01013355"
"2009120012306","460970","451500","-1.0723290000000001","53.956006000000002","12","2","1","1","2009-01-22","5","15:20:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013367"
"2009120012408","460300","453570","-1.08213","53.974687000000003","12","3","2","1","2009-01-22","5","17:00:00.0000000","189","E06000014","4","1363","6","30","9","4","6","0","0","0","1","1","1","0","0","1","2","E01013350"
"2009120013029","463970","454550","-1.0259780000000001","53.983054000000003","12","3","2","1","2009-01-24","7","14:09:00.0000000","189","E06000014","6","0","6","60","0","-1","-1","0","0","0","1","1","2","0","0","2","1","E01013388"
"2009120013294","461540","452820","-1.0633779999999999","53.967801000000001","12","3","1","1","2009-01-24","7","22:40:00.0000000","189","E06000014","3","1036","1","30","1","4","6","0","0","5","4","1","2","0","0","1","1","E01013380"
"2009120013964","459140","451230","-1.100266","53.953792","12","3","1","1","2009-01-26","2","08:30:00.0000000","189","E06000014","3","59","6","30","3","4","6","0","0","4","1","1","2","0","0","1","2","E01013391"
"2009120014112","456270","447510","-1.1446799999999999","53.920679999999997","12","3","1","1","2009-01-26","2","15:05:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013421"
"2009120014636","459220","452980","-1.098708","53.96951","12","3","2","1","2009-01-27","3","10:30:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","2","0","0","1","2","E01013346"
"2009120015042","458290","448000","-1.1138330000000001","53.924861","12","3","2","1","2009-01-28","4","09:03:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","1","1","2","0","0","2","1","E01013421"
"2009120015198","458360","454000","-1.111621","53.978774000000001","12","3","2","1","2009-01-28","4","14:30:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01013433"
"2009120016492","456540","447360","-1.1405970000000001","53.919302999999999","12","3","2","1","2009-01-30","6","08:15:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","2","2","E01013423"
"2009120016575","462820","456300","-1.0431520000000001","53.998921000000003","12","3","2","1","2009-01-20","3","08:30:00.0000000","189","E06000014","3","1237","1","30","2","4","6","0","0","0","1","1","1","0","0","2","2","E01013409"
"2009120016748","461590","453920","-1.0623940000000001","53.977680999999997","12","2","2","3","2009-01-31","7","02:05:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","1","2","0","0","1","1","E01013385"
"2009120017127","456180","447140","-1.146118","53.917364999999997","12","3","3","4","2009-01-31","7","16:15:00.0000000","189","E06000014","6","0","6","30","7","4","6","0","0","0","1","1","1","0","0","2","1","E01013424"
"2009120017171","457670","454980","-1.121956","53.987658000000003","12","3","2","1","2009-01-31","7","18:25:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1","E01013432"
"2009120017273","458280","452030","-1.1132169999999999","53.961078999999998","12","3","2","3","2009-01-31","7","21:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","2","E01013393"
"2009120020975","460620","451830","-1.0775969999999999","53.959012999999999","12","3","1","1","2009-02-06","6","16:10:00.0000000","189","E06000014","6","0","6","30","2","4","6","0","0","0","1","1","2","0","2","1","2","E01013367"
"2009120022059","461430","447940","-1.0660350000000001","53.923959000000004","12","2","2","1","2009-02-05","5","07:30:00.0000000","189","E06000014","3","19","1","60","1","4","3","64","0","0","1","1","4","0","0","2","2","E01013365"
"2009120022562","458770","453800","-1.1054090000000001","53.976930000000003","12","3","2","1","2009-02-10","3","08:20:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","2","2","0","0","1","1","E01013435"
"2009120023695","460170","454670","-1.0838939999999999","53.984588000000002","12","3","2","1","2009-02-11","4","18:30:00.0000000","189","E06000014","4","1363","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","2","E01013431"
"2009120023919","462490","454240","-1.048608","53.980449","12","2","1","2","2009-02-12","5","16:40:00.0000000","189","E06000014","3","1036","1","30","1","4","6","0","0","0","1","3","3","0","0","2","1","E01013409"
"2009120023931","459520","456890","-1.093372","54.004613999999997","12","3","4","3","2009-02-12","5","15:50:00.0000000","189","E06000014","4","1363","6","60","8","4","6","0","0","0","1","3","3","0","0","2","1","E01013377"
"2009120024084","459550","451230","-1.0940190000000001","53.953744999999998","12","3","2","1","2009-02-12","5","19:30:00.0000000","189","E06000014","3","1036","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","2","E01013417"
"2009120024881","460270","451750","-1.082946","53.958334999999998","12","3","1","1","2009-02-14","7","03:10:00.0000000","189","E06000014","6","0","2","30","3","4","6","0","0","0","6","1","1","0","0","1","1","E01013366"
"2009120026297","459840","451570","-1.089534","53.956766999999999","12","3","2","2","2009-02-16","2","11:41:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013415"
"2009120027426","464750","451560","-1.0147200000000001","53.956086999999997","12","2","3","1","2009-02-17","3","23:05:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","6","1","1","0","7","2","1","E01013351"
"2009120029403","460370","451950","-1.081383","53.960121000000001","12","3","1","1","2009-02-21","7","02:07:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","9","1","0","0","1","3","E01013367"
"2009120029589","459550","450050","-1.094249","53.943140999999997","12","3","2","1","2009-02-21","7","11:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","2","0","0","2","2","E01013412"
"2009120029808","460090","451980","-1.0856440000000001","53.960422999999999","12","3","1","1","2009-02-21","7","21:10:00.0000000","189","E06000014","6","0","2","30","0","-1","-1","0","0","0","4","8","2","0","0","1","1","E01013366"
"2009120029847","460260","452050","-1.0830390000000001","53.961032000000003","12","3","1","1","2009-02-21","7","21:35:00.0000000","189","E06000014","6","0","6","20","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013366"
"2009120030370","456640","446960","-1.139148","53.915697000000002","12","3","2","3","2009-12-11","6","08:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","4","0","0","2","2","E01013425"
"2009120030463","464780","455260","-1.013477","53.989333999999999","12","3","2","1","2009-02-22","1","21:44:00.0000000","189","E06000014","6","0","6","40","0","-1","-1","0","0","0","6","1","1","0","0","2","2","E01013437"
"2009120030865","459770","455960","-1.0897410000000001","53.996226999999998","12","3","2","1","2009-02-23","2","15:50:00.0000000","189","E06000014","3","1237","6","60","1","4","4","1363","0","0","1","1","1","0","0","2","1","E01013407"
"2009120031157","455420","453870","-1.1564680000000001","53.977929000000003","12","3","2","1","2009-02-24","3","08:10:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","2","1","E01013422"
"2009120031604","460850","452090","-1.0740400000000001","53.961323","12","2","1","1","2009-02-24","3","20:50:00.0000000","189","E06000014","3","1036","3","30","6","2","3","1036","0","5","4","1","1","0","2","1","1","E01013367"
"2009120031744","454520","453570","-1.1702429999999999","53.975327999999998","12","2","1","1","2009-02-25","4","06:10:00.0000000","189","E06000014","3","59","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013426"
"2009120032057","460060","452030","-1.0860909999999999","53.960875999999999","12","3","1","1","2009-02-25","4","13:45:00.0000000","189","E06000014","3","1036","6","30","3","2","6","0","0","5","1","1","1","0","0","1","1","E01013366"
"2009120033474","459900","451840","-1.0885670000000001","53.959187","12","3","1","1","2009-02-28","7","00:08:00.0000000","189","E06000014","6","0","6","30","6","2","6","0","0","5","4","1","1","0","0","1","1","E01013415"
"2009120035640","458950","451260","-1.1031550000000001","53.954082999999997","12","3","2","3","2009-03-03","3","14:45:00.0000000","189","E06000014","3","59","6","30","3","4","6","0","0","0","1","2","2","0","0","1","2","E01013397"
"2009120035853","462920","455220","-1.0418499999999999","53.989204000000001","12","3","2","2","2009-03-03","3","18:10:00.0000000","189","E06000014","6","0","1","60","1","4","6","0","0","0","4","5","2","0","0","2","2","E01013409"
"2009120035994","460780","457060","-1.074117","54.005994999999999","12","3","2","1","2009-03-04","4","07:13:00.0000000","189","E06000014","6","0","1","30","2","4","6","0","0","8","1","1","1","0","0","1","1","E01013374"
"2009120037256","456780","454040","-1.1357029999999999","53.979309000000001","12","3","2","1","2009-03-06","6","10:10:00.0000000","189","E06000014","3","1237","1","60","1","4","6","0","0","0","1","1","1","0","0","2","2","E01013422"
"2009120037352","460470","452070","-1.0798350000000001","53.961187000000002","12","3","1","1","2009-03-06","6","15:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013366"
"2009120037867","460730","451950","-1.0758970000000001","53.960079","12","3","1","1","2009-03-07","7","03:47:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","1","1","0","0","1","1","E01013367"
"2009120038382","461660","454080","-1.061294","53.979109999999999","12","3","1","1","2009-03-07","7","21:35:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","5","2","0","0","1","1","E01013406"
"2009120038861","457510","454840","-1.124422","53.986418","12","3","3","2","2009-03-08","1","15:51:00.0000000","189","E06000014","3","1237","1","60","1","4","3","19","0","0","1","1","1","0","0","2","1","E01013432"
"2009120039681","457000","454310","-1.132298","53.981710999999997","12","3","2","1","2009-03-05","5","15:25:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013422"
"2009120039801","457180","448840","-1.1305769999999999","53.932532999999999","12","3","2","1","2009-03-10","3","11:45:00.0000000","189","E06000014","6","0","6","30","8","4","6","0","0","0","1","1","1","0","0","1","2","E01013354"
"2009120039825","460350","451660","-1.081745","53.957517000000003","12","3","1","1","2009-03-07","7","13:30:00.0000000","189","E06000014","6","0","2","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013367"
"2009120040048","462160","453900","-1.0537080000000001","53.977432999999998","12","3","2","1","2009-03-10","3","18:30:00.0000000","189","E06000014","3","1036","6","40","3","2","3","1036","0","0","1","1","1","0","0","2","2","E01013409"
"2009120040213","460560","452740","-1.0783309999999999","53.967198000000003","12","3","2","1","2009-03-11","4","06:00:00.0000000","189","E06000014","6","0","2","30","3","4","6","0","0","0","1","1","1","0","0","1","1","E01013368"
"2009120040591","460180","456160","-1.083448","53.997976999999999","12","3","3","2","2009-03-11","4","17:40:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013407"
"2009120041447","460520","451830","-1.079121","53.959024999999997","12","3","2","1","2009-03-13","6","05:50:00.0000000","189","E06000014","6","0","6","30","6","4","6","0","0","0","1","1","1","0","0","1","1","E01013367"
"2009120041557","467580","451440","-0.97162499999999996","53.954647000000001","12","2","2","1","2009-03-13","6","09:50:00.0000000","189","E06000014","3","1079","6","60","3","4","6","0","0","0","1","1","1","1","0","2","1","E01013351"
"2009120041646","461030","448140","-1.072085","53.925803999999999","12","3","2","2","2009-03-13","6","12:40:00.0000000","189","E06000014","3","64","3","70","9","4","3","19","0","0","1","1","1","0","0","2","1","E01013365"
"2009120041774","460040","449890","-1.086816","53.941645999999999","12","3","1","1","2009-03-13","6","16:39:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013414"
"2009120042426","462000","456920","-1.0555330000000001","54.004592000000002","12","3","2","1","2009-03-12","5","08:30:00.0000000","189","E06000014","3","1237","6","30","1","4","6","0","0","8","1","1","1","0","0","2","2","E01013408"
"2009120044321","455820","454400","-1.1502730000000001","53.982649000000002","12","3","2","1","2009-03-16","2","15:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","2","2","E01013426"
"2009120044583","463650","450990","-1.0315989999999999","53.951101000000001","12","2","2","1","2009-03-17","3","16:30:00.0000000","189","E06000014","6","0","6","40","3","4","6","0","0","0","1","1","1","0","0","2","1","E01013378"
"2009120044621","461250","454260","-1.067509","53.980777000000003","12","2","2","2","2009-03-17","3","19:06:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","1","1","0","0","1","1","E01013406"
"2009120045415","459760","452560","-1.0905590000000001","53.965673000000002","12","3","2","1","2009-03-19","5","08:30:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","4","1","1","1","0","0","1","1","E01013344"
"2009120045766","459990","451750","-1.087213","53.958367000000003","12","3","2","1","2009-03-19","5","18:10:00.0000000","189","E06000014","6","0","6","30","6","2","6","0","0","5","1","1","1","0","0","1","1","E01013415"
"2009120045830","460570","451890","-1.0783469999999999","53.959558000000001","12","3","2","1","2009-03-19","5","19:00:00.0000000","189","E06000014","6","0","2","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013369"
"2009120046444","461560","452820","-1.0630729999999999","53.967798999999999","12","3","2","1","2009-03-20","6","19:25:00.0000000","189","E06000014","6","0","6","30","1","4","6","0","0","0","1","4","1","0","0","1","2","E01013387"
"2009120046653","461840","453630","-1.0586409999999999","53.975045000000001","12","3","1","1","2009-03-19","5","16:35:00.0000000","189","E06000014","3","1036","6","30","9","4","6","0","0","0","1","1","1","0","0","2","2","E01013385"
"2009120046750","459740","451460","-1.0910789999999999","53.95579","12","3","1","1","2009-03-20","6","13:40:00.0000000","189","E06000014","3","1036","6","30","3","2","6","0","0","5","1","1","1","0","0","1","1","E01013415"
"2009120046833","464820","451670","-1.01363","53.957067000000002","12","3","2","1","2009-03-21","7","09:04:00.0000000","189","E06000014","3","1079","1","60","1","2","3","64","0","0","1","1","1","0","0","2","1","E01013351"
"2009120046962","463010","456140","-1.040287","53.997459999999997","12","3","2","1","2009-03-21","7","11:40:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013409"
"2009120047256","459110","447510","-1.101442","53.920363999999999","12","3","2","1","2009-03-21","7","17:05:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","2","1","E01013340"
"2009120048658","466810","449620","-0.98375500000000005","53.938392","12","3","2","1","2009-03-24","3","08:28:00.0000000","189","E06000014","4","1228","6","60","3","4","6","0","0","0","1","1","1","0","0","2","1","E01013351"
"2009120049195","469160","451090","-0.947631","53.951293999999997","12","3","2","2","2009-03-25","4","07:56:00.0000000","189","E06000014","3","1079","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013351"
"2009120049664","465630","451710","-1.001279","53.957324","12","3","1","1","2009-03-25","4","17:45:00.0000000","189","E06000014","3","1079","3","30","0","-1","-1","0","0","1","1","1","1","0","0","2","2","E01013351"
"2009120050399","461300","455340","-1.06653","53.990476000000001","12","3","1","1","2009-03-27","6","08:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","4","1","1","1","0","0","1","1","E01013407"
"2009120050649","461030","453400","-1.071035","53.973073999999997","12","3","1","2","2009-03-27","6","14:55:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","1","1","1","1","0","0","1","1","E01013382"
"2009120050757","463170","451280","-1.0388520000000001","53.953766000000002","12","3","2","1","2009-03-27","6","15:35:00.0000000","189","E06000014","3","1079","6","40","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013398"
"2009120051259","459070","452880","-1.1010139999999999","53.968628000000002","12","3","2","1","2009-03-28","7","12:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013346"
"2009120051316","455010","453550","-1.1627769999999999","53.975096999999998","12","3","2","1","2009-03-28","7","12:54:00.0000000","189","E06000014","3","59","6","60","9","4","6","0","0","0","1","5","2","0","0","2","1","E01013426"
"2009120051325","464920","451390","-1.012165","53.954537999999999","12","3","2","2","2009-03-28","7","14:24:00.0000000","189","E06000014","3","64","3","60","0","-1","-1","0","0","0","1","4","2","0","0","2","1","E01013351"
"2009120052042","460260","451980","-1.083053","53.960402999999999","12","2","1","1","2009-03-29","1","16:39:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","2","1","1","E01013366"
"2009120052087","461160","448430","-1.0700480000000001","53.928395000000002","12","3","1","1","2009-03-29","1","18:44:00.0000000","189","E06000014","4","1222","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013365"
"2009120052328","457220","449380","-1.129867","53.937381999999999","12","3","2","1","2009-03-30","2","09:12:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013356"
"2009120052392","456350","453400","-1.142377","53.973604000000002","12","3","2","3","2009-03-30","2","10:53:00.0000000","189","E06000014","3","1237","6","60","0","0","-1","0","0","0","1","1","1","0","0","2","1","E01013422"
"2009120052618","466610","451470","-0.986398","53.955041999999999","12","2","5","8","2009-03-30","2","16:35:00.0000000","189","E06000014","3","1079","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013351"
"2009120052729","456400","449920","-1.1422570000000001","53.942324999999997","12","2","1","1","2009-03-30","2","20:23:00.0000000","189","E06000014","6","0","6","40","0","-1","-1","0","0","0","6","1","1","0","7","2","1","E01013421"
"2009120052823","458310","448930","-1.113351","53.933216000000002","12","2","2","1","2009-03-31","3","05:50:00.0000000","189","E06000014","3","1036","1","30","1","4","6","0","0","4","4","1","1","0","0","1","1","E01013355"
"2009120053058","468690","451210","-0.95476499999999997","53.952433999999997","12","3","2","1","2009-03-31","3","14:15:00.0000000","189","E06000014","3","1079","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013351"
"2009120053448","460320","451680","-1.082198","53.957700000000003","12","3","2","1","2009-04-01","4","08:15:00.0000000","189","E06000014","4","1227","6","30","9","2","6","0","0","4","1","1","1","0","0","1","1","E01013367"
"2009120053763","461000","451900","-1.0717920000000001","53.959598","12","3","2","1","2009-04-01","4","16:02:00.0000000","189","E06000014","3","1036","6","30","6","2","6","0","0","5","1","1","1","0","0","1","1","E01013383"
"2009120053934","459180","450710","-1.0997570000000001","53.949114000000002","12","3","1","1","2009-04-01","4","22:12:00.0000000","189","E06000014","3","1036","6","30","0","-1","-1","0","0","0","4","1","1","1","0","1","1","E01013417"
"2009120054243","457140","450670","-1.130844","53.948984000000003","12","3","1","1","2009-04-02","5","13:35:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013447"
"2009120054379","460000","456070","-1.086211","53.997188999999999","12","3","2","1","2009-04-02","5","17:45:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013407"
"2009120054955","459220","452980","-1.098708","53.96951","12","3","2","1","2009-04-03","6","18:34:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013346"
"2009120054999","459600","452710","-1.0929679999999999","53.967039999999997","12","3","2","1","2009-04-03","6","19:10:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","5","1","1","0","0","1","1","E01013344"
"2009120055025","465860","456290","-0.99678599999999995","53.998452999999998","12","2","2","1","2009-04-03","6","17:11:00.0000000","189","E06000014","6","0","6","30","8","4","6","0","0","0","1","1","1","0","0","2","1","E01013437"
"2009120055741","461910","453520","-1.0575969999999999","53.974048000000003","12","3","2","1","2009-04-04","7","18:04:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","0","1","1","1","0","0","1","1","E01013387"
"2009120057409","461560","452820","-1.0630729999999999","53.967798999999999","12","3","2","1","2009-04-07","3","11:46:00.0000000","189","E06000014","6","0","1","30","1","4","6","0","0","0","1","1","1","0","0","1","1","E01013387"
"2009120057585","460250","452510","-1.0831010000000001","53.965167000000001","12","3","2","1","2009-04-06","2","11:30:00.0000000","189","E06000014","4","1363","6","30","6","2","6","0","0","5","1","1","1","0","0","1","2","E01013366"
"2009120057765","462820","456280","-1.043156","53.998741000000003","12","2","1","1","2009-04-07","3","20:58:00.0000000","189","E06000014","3","1237","6","60","1","4","6","0","0","0","4","1","1","0","0","2","1","E01013409"
"2009120058100","457500","451600","-1.1251850000000001","53.957301999999999","12","3","2","1","2009-04-08","4","12:23:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013336"
"2009120058469","459180","458400","-1.098266","54.018222000000002","12","3","2","1","2009-04-08","4","16:50:00.0000000","189","E06000014","4","1363","6","60","3","4","6","0","0","8","1","1","1","0","0","2","2","E01013377"
"2009120058695","460150","451940","-1.0847370000000001","53.960056000000002","12","3","1","1","2009-04-09","5","11:40:00.0000000","189","E06000014","6","0","6","20","3","4","6","0","0","0","1","5","2","0","0","1","2","E01013366"
