"Accident_Index","Location_Easting_OSGR ","Location_Northing_OSGR","Longitude","Latitude","Police_Force","Accident_Severity","Number_of_Vehicles","Number_of_Casualties","Date","Day_of_Week","Time","Local_Authority_(District)","Local_Authority_(Highway)","1st_Road_Class","1st_Road_Number","Road_Type","Speed_limit","Junction_Detail","Junction_Control","2nd_Road_Class","2nd_Road_Number","Pedestrian_Crossing-Human_Control","Pedestrian_Crossing-Physical_Facilities","Light_Conditions","Weather_Conditions","Road_Surface_Conditions","Special_Conditions_at_Site","Carriageway_Hazards","Urban_or_Rural_Area","Did_Police_Officer_Attend_Scene_of_Accident","LSOA_of_Accident_Location"
"2010120169913","460590","453220","-1.0777779999999999","53.971508","12","3","2","1","2010-10-02","7","15:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013343"
"2010120170030","461050","451330","-1.0711440000000001","53.954469000000003","12","3","2","2","2010-10-31","1","18:18:00.0000000","189","E06000014","3","1036","9","30","7","2","6","0","0","5","4","1","1","0","0","1","1","E01013367"
"2010120171735","456080","447900","-1.1475010000000001","53.924205999999998","12","3","2","1","2010-10-05","3","15:30:00.0000000","189","E06000014","3","1237","6","60","0","0","-1","0","0","0","1","1","1","0","0","2","1","E01013421"
"2010120171828","457660","452070","-1.1226579999999999","53.961508000000002","12","3","1","1","2010-10-05","3","18:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013335"
"2010120172018","460210","451810","-1.0838479999999999","53.958880999999998","12","3","1","1","2010-10-06","4","04:29:00.0000000","189","E06000014","6","0","2","30","0","-1","-1","0","0","0","4","1","1","0","0","1","1","E01013366"
"2010120172637","460660","451290","-1.077094","53.954155999999998","12","3","2","1","2010-10-07","5","07:50:00.0000000","189","E06000014","3","1036","6","30","9","4","6","0","0","0","1","1","1","0","0","1","1","E01013367"
"2010120172708","462200","451270","-1.053634","53.953792999999997","12","3","2","1","2010-10-07","5","08:09:00.0000000","189","E06000014","3","1079","6","30","0","-1","-1","0","0","1","1","1","1","0","0","1","2","E01013403"
"2010120172766","460180","450950","-1.0844750000000001","53.951155999999997","12","3","3","1","2010-10-07","5","09:15:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013418"
"2010120172825","462290","450710","-1.0523769999999999","53.948749999999997","12","3","1","1","2010-10-07","5","12:40:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013378"
"2010120172847","462970","459530","-1.0401959999999999","54.027929999999998","12","3","2","2","2010-10-07","5","14:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013440"
"2010120173043","465130","451600","-1.008921","53.956398999999998","12","3","2","1","2010-10-07","5","17:35:00.0000000","189","E06000014","4","1228","6","30","3","2","3","1076","0","0","1","1","1","0","0","2","2","E01013351"
"2010120174572","459980","451730","-1.087369","53.958188999999997","12","3","1","1","2010-10-09","7","20:10:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","4","4","1","1","1","0","1","1","E01013415"
"2010120174642","462190","450740","-1.0538940000000001","53.949032000000003","12","3","2","1","2010-10-09","7","21:32:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","1","1","0","0","1","1","E01013378"
"2010120174743","460210","451640","-1.083882","53.957352999999998","12","2","1","1","2010-10-10","1","02:33:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","7","1","1","0","0","1","1","E01013415"
"2010120176289","467260","453450","-0.97605799999999998","53.972752","12","3","2","2","2010-10-12","3","20:00:00.0000000","189","E06000014","3","166","6","60","8","4","6","0","0","0","6","1","1","0","0","2","1","E01013351"
"2010120176582","462290","450710","-1.0523769999999999","53.948749999999997","12","3","1","1","2010-10-13","4","12:40:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","8","1","1","1","0","0","1","1","E01013378"
"2010120177884","461770","456940","-1.0590379999999999","54.004798999999998","12","3","2","2","2010-10-15","6","11:15:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013408"
"2010120177994","457160","452790","-1.1301429999999999","53.968034000000003","12","3","2","1","2010-10-15","6","13:15:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","0","1","1","1","0","0","1","1","E01013339"
"2010120178049","457610","452110","-1.1234120000000001","53.961872999999997","12","3","2","1","2010-10-15","6","17:50:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","2","0","0","1","1","E01013335"
"2010120178695","459710","452910","-1.091253","53.968823999999998","12","3","2","1","2010-10-16","7","14:40:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","8","1","1","1","0","0","1","1","E01013344"
"2010120178719","460340","451650","-1.0818989999999999","53.957428","12","3","2","1","2010-10-16","7","14:30:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013367"
"2010120179621","461910","453510","-1.057599","53.973958000000003","12","3","1","1","2010-10-10","1","01:30:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","7","9","1","0","0","1","2","E01013387"
"2010120179835","460180","451060","-1.0844529999999999","53.952145000000002","12","3","2","1","2010-10-18","2","12:20:00.0000000","189","E06000014","3","59","6","30","9","4","6","0","0","1","1","1","1","0","0","1","1","E01013418"
"2010120180022","457830","449870","-1.1204829999999999","53.941718000000002","12","3","2","1","2010-10-12","3","18:05:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","7","1","1","0","0","1","2","E01013359"
"2010120180575","460960","451120","-1.072557","53.952593","12","3","2","1","2010-10-19","3","16:00:00.0000000","189","E06000014","6","0","6","30","6","2","6","0","0","5","1","9","1","0","0","1","2","E01013364"
"2010120180909","465890","450860","-0.99750000000000005","53.949652999999998","12","2","1","1","2010-10-20","4","11:00:00.0000000","189","E06000014","4","1228","6","60","0","-1","-1","0","0","0","1","1","1","0","2","2","1","E01013351"
"2010120181210","462820","460520","-1.042281","54.036844000000002","12","3","1","1","2010-10-20","4","18:55:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","0","4","1","1","0","0","2","1","E01013438"
"2010120181496","460170","451970","-1.084427","53.960324","12","3","2","1","2010-10-19","3","20:00:00.0000000","189","E06000014","6","0","6","20","6","4","6","0","0","0","4","1","2","0","0","1","2","E01013366"
"2010120182193","456590","451180","-1.1391290000000001","53.953626999999997","12","3","2","1","2010-10-17","1","10:30:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","0","1","1","1","0","0","1","2","E01013442"
"2010120182353","459460","451130","-1.09541","53.952857000000002","12","3","2","1","2010-10-22","6","17:10:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","5","1","1","1","0","0","1","1","E01013417"
"2010120182471","456490","450110","-1.1408510000000001","53.944021999999997","12","3","2","2","2010-10-22","6","18:46:00.0000000","189","E06000014","6","0","1","30","2","4","6","0","0","0","4","1","1","0","0","2","1","E01013421"
"2010120182922","460470","452130","-1.079823","53.961727000000003","12","3","1","1","2010-10-23","7","12:46:00.0000000","189","E06000014","6","0","2","30","0","0","-1","0","0","0","1","2","2","0","0","1","1","E01013366"
"2010120182932","466690","458210","-0.98370599999999997","54.015600999999997","12","3","2","4","2010-10-23","7","11:30:00.0000000","189","E06000014","3","64","6","60","0","0","-1","0","0","0","1","1","1","0","0","2","1","E01013437"
"2010120183697","461260","452680","-1.067674","53.966577000000001","12","3","2","1","2010-10-23","7","16:30:00.0000000","189","E06000014","3","1036","6","30","3","4","6","0","0","4","1","1","1","0","0","1","2","E01013382"
"2010120183910","460930","453450","-1.0725499999999999","53.973534999999998","12","2","2","1","2010-10-25","2","08:30:00.0000000","189","E06000014","6","0","2","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013348"
"2010120183950","464160","454980","-1.022991","53.986894999999997","12","3","2","2","2010-10-25","2","11:05:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013437"
"2010120184776","461810","452660","-1.0592950000000001","53.966330999999997","12","3","2","1","2010-10-26","3","19:00:00.0000000","189","E06000014","6","0","6","30","6","2","6","0","0","0","4","1","2","0","0","1","1","E01013380"
"2010120185176","460140","451100","-1.0850550000000001","53.952508999999999","12","3","1","1","2010-10-27","4","12:06:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013416"
"2010120185499","460370","451670","-1.0814379999999999","53.957604000000003","12","3","1","1","2010-10-27","4","15:30:00.0000000","189","E06000014","6","7210","6","20","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013367"
"2010120185563","459970","455260","-1.0868279999999999","53.989913000000001","12","3","2","1","2010-10-27","4","13:15:00.0000000","189","E06000014","4","1363","6","60","3","2","6","0","0","0","1","1","1","0","0","2","1","E01013431"
"2010120185938","460090","451210","-1.0857950000000001","53.953502999999998","12","3","2","1","2010-10-28","5","14:21:00.0000000","189","E06000014","6","0","2","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013415"
"2010120186647","459920","452400","-1.088152","53.964216999999998","12","3","1","1","2010-10-29","6","15:10:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013366"
"2010120186653","456820","451510","-1.135564","53.956567999999997","12","3","2","3","2010-10-29","6","14:30:00.0000000","189","E06000014","6","0","1","30","1","4","6","0","0","0","1","1","1","0","0","1","1","E01013442"
"2010120187311","467510","448930","-0.97324600000000006","53.932099999999998","12","3","3","1","2010-10-30","7","12:24:00.0000000","189","E06000014","4","1228","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013351"
"2010120187459","460180","452380","-1.084193","53.964007000000002","12","3","1","1","2010-10-29","6","19:40:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","2","E01013366"
"2010120188252","467480","454140","-0.97255199999999997","53.978923999999999","12","3","2","1","2010-10-31","1","17:50:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","0","6","1","1","0","0","2","1","E01013351"
"2010120189166","468140","444940","-0.96453999999999995","53.896161999999997","12","3","1","1","2010-11-02","3","08:55:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","0","1","1","2","0","0","2","1","E01013452"
"2010120189448","458550","451760","-1.109154","53.958621999999998","12","3","2","1","2010-11-02","3","08:30:00.0000000","189","E06000014","6","0","9","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013391"
"2010120189553","458120","452150","-1.1156330000000001","53.962175000000002","12","3","2","1","2010-11-02","3","18:30:00.0000000","189","E06000014","3","59","6","30","3","4","6","0","0","0","4","1","1","0","0","1","1","E01013394"
"2010120189714","464830","450820","-1.0136579999999999","53.949427","12","3","2","1","2010-11-03","4","07:57:00.0000000","189","E06000014","3","64","3","70","0","0","-1","0","0","0","1","1","1","0","0","2","1","E01013351"
"2010120190055","459420","455800","-1.09511","53.994829000000003","12","3","2","1","2010-11-03","4","17:10:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","4","2","2","0","0","2","1","E01013431"
"2010120190133","455980","453340","-1.148028","53.973104999999997","12","3","2","1","2010-11-03","4","19:00:00.0000000","189","E06000014","3","59","6","40","3","4","6","0","0","0","4","1","2","0","0","2","1","E01013426"
"2010120190421","460300","452720","-1.0822970000000001","53.967049000000003","12","3","2","1","2010-11-03","4","21:35:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","5","4","1","1","0","0","1","2","E01013366"
"2010120190593","461670","456910","-1.06057","54.004541000000003","12","3","2","1","2010-11-04","5","17:00:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","6","2","2","0","0","2","1","E01013407"
"2010120190715","460640","453440","-1.076972","53.973478999999998","12","3","1","2","2010-11-04","5","20:07:00.0000000","189","E06000014","6","0","6","20","0","-1","-1","0","0","0","4","2","2","0","0","1","1","E01013348"
"2010120191026","463810","451280","-1.029101","53.953687000000002","12","3","2","1","2010-11-05","6","08:20:00.0000000","189","E06000014","3","1079","3","40","9","4","-1","-1","0","0","1","1","2","0","0","2","1","E01013378"
"2010120191084","462810","456300","-1.0433049999999999","53.998922","12","2","2","1","2010-11-05","6","10:46:00.0000000","189","E06000014","3","1237","1","60","1","4","6","0","0","0","1","1","1","0","0","2","1","E01013409"
"2010120192198","457780","449460","-1.1213230000000001","53.938039000000003","12","3","2","2","2010-11-06","7","13:20:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013353"
"2010120192325","460310","453110","-1.082068","53.970551999999998","12","2","1","2","2010-11-07","1","23:58:00.0000000","189","E06000014","4","1363","6","30","1","4","6","0","0","0","4","1","1","4","0","1","1","E01013343"
"2010120193302","462630","458660","-1.0455650000000001","54.020153000000001","12","3","2","2","2010-11-06","7","18:30:00.0000000","189","E06000014","6","0","6","40","3","4","6","0","0","0","6","1","1","0","0","2","2","E01013436"
"2010120193319","458030","447960","-1.117799","53.924529999999997","12","3","2","3","2010-11-08","2","18:25:00.0000000","189","E06000014","3","1036","7","70","0","-1","-1","0","0","8","6","2","2","0","0","2","1","E01013425"
"2010120193420","460900","455620","-1.0725739999999999","53.993040000000001","12","3","1","1","2010-11-08","2","21:15:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","6","2","2","0","0","1","2","E01013410"
"2010120194290","460040","452310","-1.086341","53.963394000000001","12","3","2","1","2010-11-10","4","09:00:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013366"
"2010120194816","456780","451180","-1.136234","53.953606999999998","12","2","2","1","2010-11-11","5","13:50:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","2","0","0","1","1","E01013442"
"2010120195108","460320","452750","-1.081987","53.967315999999997","12","3","1","1","2010-11-11","5","23:19:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","0","4","5","2","0","0","1","1","E01013366"
"2010120195403","466410","458000","-0.98802400000000001","54.013750000000002","12","3","2","5","2010-11-12","6","11:50:00.0000000","189","E06000014","3","64","6","60","9","4","6","0","0","0","1","4","1","0","0","2","1","E01013437"
"2010120195478","460040","452010","-1.0864","53.960698000000001","12","3","1","1","2010-11-10","4","16:55:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","8","7","1","1","0","0","1","2","E01013366"
"2010120195503","459310","453050","-1.0973219999999999","53.970129","12","3","2","1","2010-11-12","6","15:36:00.0000000","189","E06000014","3","19","6","30","3","2","6","0","0","0","1","1","1","0","0","1","2","E01013346"
"2010120195916","462320","451990","-1.0516589999999999","53.960248999999997","12","3","1","1","2010-11-13","7","07:15:00.0000000","189","E06000014","6","0","6","30","6","4","6","0","0","0","1","1","2","0","0","1","2","E01013381"
"2010120196007","459160","451230","-1.099961","53.953789999999998","12","3","2","1","2010-11-13","7","11:15:00.0000000","189","E06000014","3","59","6","30","3","4","6","0","2","4","1","1","1","0","0","1","1","E01013391"
"2010120196008","457400","451300","-1.126765","53.954616999999999","12","3","1","1","2010-11-13","7","09:00:00.0000000","189","E06000014","6","0","6","30","9","4","-1","-1","0","4","1","1","2","0","0","1","2","E01013445"
"2010120196539","461290","449750","-1.067804","53.940241999999998","12","3","2","1","2010-11-13","7","21:15:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","1","2","0","0","1","2","E01013360"
"2010120196689","458010","448130","-1.118071","53.92606","12","3","1","1","2010-11-14","1","13:16:00.0000000","189","E06000014","3","1036","7","60","3","4","3","64","0","0","1","1","2","0","0","2","1","E01013421"
"2010120197012","457320","450740","-1.1280889999999999","53.949593","12","3","2","1","2010-11-15","2","07:42:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","1","4","1","4","0","0","1","1","E01013445"
"2010120197146","468150","448520","-0.96359099999999998","53.928331999999997","12","3","3","1","2010-11-15","2","09:10:00.0000000","189","E06000014","4","1228","6","60","3","4","6","0","0","0","1","1","4","0","0","2","1","E01013451"
"2010120197180","459290","453930","-1.097456","53.978039000000003","12","2","2","1","2010-11-15","2","09:08:00.0000000","189","E06000014","5","419","6","30","3","4","6","0","0","0","1","1","2","0","0","1","1","E01013428"
"2010120197452","467310","451480","-0.97572999999999999","53.955041999999999","12","3","3","3","2010-11-15","2","17:27:00.0000000","189","E06000014","3","1079","6","60","0","-1","-1","0","0","0","6","1","1","0","0","2","1","E01013351"
"2010120197628","457470","452300","-1.12551","53.963596000000003","12","3","2","1","2010-11-15","2","08:20:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","8","4","0","0","1","2","E01013335"
"2010120197696","460310","453100","-1.0820700000000001","53.970461999999998","12","3","3","2","2010-11-16","3","09:30:00.0000000","189","E06000014","4","1363","6","30","0","0","-1","0","0","0","1","1","4","0","0","1","1","E01013343"
"2010120198259","460870","450160","-1.07412","53.943975999999999","12","3","2","1","2010-11-17","4","07:30:00.0000000","189","E06000014","3","19","6","30","0","-1","-1","0","0","0","1","1","2","0","0","1","1","E01013362"
"2010120198493","461250","451690","-1.068025","53.957681000000001","12","3","2","1","2010-11-17","4","13:15:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","2","0","0","1","1","E01013367"
"2010120198498","460680","451620","-1.076724","53.957118999999999","12","3","2","1","2010-11-14","1","20:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","8","2","0","0","1","2","E01013367"
"2010120198660","458240","450990","-1.114025","53.951737000000001","12","3","2","1","2010-11-17","4","18:10:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","1","2","0","0","1","1","E01013396"
"2010120198765","459970","455270","-1.0868260000000001","53.990003000000002","12","3","2","2","2010-11-17","4","16:10:00.0000000","189","E06000014","4","1363","6","40","3","2","6","0","0","0","1","1","1","0","0","2","1","E01013431"
"2010120199077","462740","443610","-1.046975","53.884889999999999","12","2","2","2","2010-11-18","5","12:43:00.0000000","189","E06000014","3","19","6","60","8","4","6","0","0","0","1","1","1","0","0","2","1","E01013450"
"2010120199282","462220","451270","-1.053329","53.953791000000002","12","3","2","1","2010-11-18","5","19:38:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","1","E01013403"
"2010120199284","460920","456140","-1.072165","53.997711000000002","12","3","2","1","2010-11-03","4","17:45:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","2","2","0","0","1","2","E01013407"
"2010120199292","462710","451270","-1.045863","53.953732000000002","12","3","2","1","2010-11-18","5","16:15:00.0000000","189","E06000014","3","1079","6","30","3","2","6","0","0","4","4","1","1","0","0","1","2","E01013403"
"2010120199476","457760","452370","-1.1210770000000001","53.964193000000002","12","3","2","1","2010-11-19","6","09:00:00.0000000","189","E06000014","6","0","6","30","3","2","6","0","0","0","1","2","2","0","0","1","1","E01013392"
"2010120199625","462160","453890","-1.0537099999999999","53.977342999999998","12","3","2","4","2010-11-18","5","18:30:00.0000000","189","E06000014","3","1036","6","40","3","2","6","0","0","0","4","1","2","0","0","2","2","E01013409"
"2010120200242","460920","452010","-1.072989","53.960596000000002","12","2","2","2","2010-11-20","7","10:56:00.0000000","189","E06000014","3","1036","6","30","0","-1","-1","0","0","5","1","1","1","0","0","1","1","E01013367"
"2010120200693","459780","451600","-1.0904419999999999","53.957044000000003","12","3","1","1","2010-11-21","1","02:50:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","2","0","0","1","1","E01013415"
"2010120200771","459690","451470","-1.091839","53.955886","12","3","2","1","2010-11-20","7","18:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","2","E01013415"
"2010120201019","460890","450290","-1.0737890000000001","53.945141999999997","12","3","2","1","2010-11-18","5","13:15:00.0000000","189","E06000014","6","0","6","20","6","4","6","0","0","0","1","1","2","0","0","1","2","E01013361"
"2010120201663","458950","455610","-1.1023149999999999","53.993175999999998","12","3","2","1","2010-11-22","2","15:12:00.0000000","189","E06000014","3","1237","6","30","0","-1","-1","0","0","0","1","2","2","0","0","1","2","E01013429"
"2010120202429","460580","452260","-1.0781210000000001","53.962882","12","2","2","1","2010-11-27","7","08:30:00.0000000","189","E06000014","6","0","6","30","6","2","6","0","0","5","1","1","1","0","0","1","1","E01013369"
"2010120202494","455960","447440","-1.1494120000000001","53.920085","12","3","2","1","2010-11-24","4","09:55:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013424"
"2010120202671","462730","454710","-1.0448519999999999","53.984642999999998","12","3","2","2","2010-11-24","4","11:32:00.0000000","189","E06000014","6","0","6","40","3","4","6","0","0","8","1","1","1","0","0","2","1","E01013409"
"2010120203013","461580","458310","-1.06166","54.017133000000001","12","3","1","1","2010-11-25","5","08:00:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","3","4","0","0","1","1","E01013375"
"2010120203135","460530","451760","-1.0789820000000001","53.958395000000003","12","3","2","1","2010-11-24","4","17:30:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","3","0","0","1","2","E01013367"
"2010120203414","461460","454870","-1.064184","53.986234000000003","12","3","1","1","2010-11-25","5","19:12:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","3","4","0","0","1","2","E01013411"
"2010120203575","460900","458140","-1.0720700000000001","54.015686000000002","12","3","2","2","2010-11-19","6","18:12:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","4","1","1","0","0","1","1","E01013370"
"2010120204721","456850","452060","-1.1350039999999999","53.961506999999997","12","3","2","1","2010-11-27","7","20:09:00.0000000","189","E06000014","5","143","6","30","0","-1","-1","0","0","0","4","8","4","0","0","1","1","E01013337"
"2010120205071","458040","447900","-1.117658","53.923990000000003","12","2","2","1","2010-11-28","1","10:00:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","1","1","2","0","0","2","1","E01013425"
"2010120205526","464920","451630","-1.012114","53.956695000000003","12","3","1","1","2010-11-29","2","08:40:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","1","3","3","0","0","2","1","E01013351"
"2010120206565","458470","448300","-1.111035","53.927537000000001","12","2","2","2","2010-11-30","3","19:40:00.0000000","189","E06000014","5","296","6","60","0","-1","-1","0","0","0","6","1","4","0","0","2","1","E01013355"
"2010120206972","461650","451330","-1.0620019999999999","53.954397999999998","12","3","2","1","2010-11-30","3","16:00:00.0000000","189","E06000014","3","1079","6","30","9","4","6","0","0","0","1","3","4","0","0","1","2","E01013363"
"2010120207394","462670","445110","-1.0477339999999999","53.898378999999998","12","3","1","1","2010-12-02","5","10:50:00.0000000","189","E06000014","3","19","6","60","0","-1","-1","0","0","0","1","1","1","0","0","2","1","E01013450"
"2010120208573","457500","452770","-1.124965","53.967815999999999","12","3","3","1","2010-12-04","7","10:06:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","8","3","0","0","1","1","E01013338"
"2010120208617","461680","454210","-1.0609630000000001","53.980276000000003","12","3","1","1","2010-12-03","6","06:10:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","4","1","3","0","0","1","2","E01013406"
"2010120208835","464410","453910","-1.0194049999999999","53.977248000000003","12","2","3","1","2010-12-04","7","18:05:00.0000000","189","E06000014","3","64","3","70","0","-1","-1","0","0","0","6","1","2","0","0","2","1","E01013388"
"2010120210710","460780","452440","-1.075037","53.964475999999998","12","3","2","1","2010-12-08","4","14:30:00.0000000","189","E06000014","6","0","6","30","3","4","6","0","0","0","1","1","2","0","0","1","1","E01013369"
"2010120211172","459590","452710","-1.093121","53.967041000000002","12","3","2","1","2010-12-07","3","21:15:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","1","1","1","0","0","1","2","E01013344"
"2010120212581","460100","452230","-1.085442","53.962668000000001","12","3","1","1","2010-12-11","7","19:00:00.0000000","189","E06000014","3","1036","6","30","6","2","6","0","0","0","4","1","2","0","0","1","1","E01013366"
"2010120213204","459320","453030","-1.0971740000000001","53.969948000000002","12","3","2","1","2010-12-12","1","21:00:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","4","1","1","0","0","1","1","E01013346"
"2010120213433","461190","451920","-1.0688930000000001","53.959755000000001","12","3","2","2","2010-12-13","2","12:50:00.0000000","189","E06000014","6","0","6","30","3","2","6","0","0","5","1","1","2","0","0","1","1","E01013367"
"2010120213883","456310","453330","-1.1429990000000001","53.97298","12","2","2","1","2010-12-12","1","08:45:00.0000000","189","E06000014","3","1237","6","60","0","-1","-1","0","0","0","1","1","2","0","0","2","1","E01013422"
"2010120213984","459210","450750","-1.0992919999999999","53.949469999999998","12","3","2","1","2010-12-14","3","12:55:00.0000000","189","E06000014","3","1036","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","1","E01013417"
"2010120214125","460870","455380","-1.0730789999999999","53.990887000000001","12","3","2","1","2010-12-14","3","13:20:00.0000000","189","E06000014","6","0","6","20","9","4","6","0","1","1","1","1","4","0","0","1","2","E01013410"
"2010120214649","465070","451610","-1.009833","53.956496000000001","12","3","2","2","2010-11-22","2","14:10:00.0000000","189","E06000014","3","1079","3","40","1","2","3","64","0","0","1","1","1","0","0","2","2","E01013351"
"2010120215266","460000","451940","-1.0870230000000001","53.960073999999999","12","2","1","1","2010-12-16","5","19:00:00.0000000","189","E06000014","3","1036","6","60","0","0","-1","0","0","0","4","1","2","0","0","1","1","E01013366"
"2010120216019","459490","452840","-1.0946199999999999","53.968221","12","3","2","1","2010-12-18","7","01:09:00.0000000","189","E06000014","3","19","6","30","3","4","6","0","0","0","4","1","4","0","0","1","1","E01013346"
"2010120216403","460210","451640","-1.083882","53.957352999999998","12","3","1","1","2010-12-18","7","18:42:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","0","4","8","4","0","0","1","1","E01013415"
"2010120218520","462770","444480","-1.046341","53.892704999999999","12","3","1","1","2010-12-22","4","23:55:00.0000000","189","E06000014","3","19","6","60","0","0","-1","0","0","0","6","1","4","0","0","2","1","E01013450"
"2010120219335","459460","454620","-1.09473","53.984220999999998","12","2","2","2","2010-12-24","6","10:32:00.0000000","189","E06000014","5","419","6","30","0","-1","-1","0","0","0","1","1","2","0","0","1","1","E01013431"
"2010120219392","459590","452710","-1.093121","53.967041000000002","12","3","2","1","2010-12-24","6","12:22:00.0000000","189","E06000014","6","0","6","30","3","4","3","19","0","0","1","8","2","0","0","1","1","E01013344"
"2010120220966","460180","452370","-1.084195","53.963917000000002","12","3","2","1","2010-12-23","5","18:10:00.0000000","189","E06000014","6","0","6","30","0","0","-1","0","0","0","4","1","2","0","0","1","2","E01013366"
"2010120734878","464860","451860","-1.01298","53.958768999999997","12","3","3","2","2010-08-09","2","12:28:00.0000000","189","E06000014","3","64","3","70","0","0","-1","0","0","0","1","1","1","0","0","2","1","E01013419"
"2006122790162","459630","451340","-1.0927789999999999","53.954723999999999","12","3","1","1","2006-10-06","6","08:55:00.0000000","189","E06000014","3","1036","3","30","0","0","-1","0","2","4","1","2","2","0","0","1","2","E01013415"
"2006122790276","459110","460480","-1.09893","54.036923000000002","12","3","2","4","2006-10-06","6","10:35:00.0000000","189","E06000014","4","1363","6","60","0","-1","-1","0","0","0","1","1","2","0","0","2","1","E01013377"
"2006122790684","460810","452040","-1.0746599999999999","53.960878000000001","12","3","2","2","2006-10-06","6","16:10:00.0000000","189","E06000014","6","0","6","30","0","-1","-1","0","0","0","1","1","1","0","0","1","2","E01013367"
