Acc_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile
2014120138416,1,1,1,1,58,9,3,0,0,0,0,0,5,1,
2014120138931,1,1,1,1,51,8,3,0,0,0,0,0,5,2,
2014120139027,1,1,1,1,31,6,3,0,0,0,0,0,5,1,
2014120139302,2,1,1,1,20,4,3,0,0,0,0,0,1,1,
2014120140390,1,1,3,2,45,7,2,9,8,0,0,0,0,-1,
2014120141054,1,1,3,2,56,9,2,10,8,0,0,0,0,1,
2014120141135,1,1,1,2,49,8,3,0,0,0,0,0,9,1,
2014120141386,1,1,3,1,25,5,3,10,9,0,0,0,0,1,
2014120141943,1,1,1,2,16,4,3,0,0,0,0,0,2,1,
2014120143068,1,1,1,2,29,6,3,0,0,0,0,0,9,1,
2014120143619,1,1,2,2,74,10,2,0,0,0,4,0,11,2,
2014120143619,1,2,2,1,82,11,2,0,0,0,4,0,11,2,
2014120143725,1,1,1,2,21,5,3,0,0,0,0,0,9,1,
2014120143877,1,1,1,2,65,9,3,0,0,0,0,0,9,1,
2014120144554,2,1,1,1,22,5,3,0,0,0,0,0,1,1,
2014120145493,1,1,1,1,49,8,3,0,0,0,0,0,8,1,
2014120145493,1,2,2,2,51,8,3,0,0,2,0,0,8,1,
2014120145493,1,3,2,2,16,4,3,0,0,2,0,0,8,2,
2014120145926,2,1,1,1,44,7,3,0,0,0,0,0,1,1,
2014120146455,2,1,1,2,9,2,3,0,0,0,0,0,1,1,
2014120146764,1,1,1,2,16,4,3,0,0,0,0,0,2,1,
2014120147157,1,1,1,2,47,8,2,0,0,0,0,0,9,1,
2014120147157,1,3,2,2,85,11,1,0,0,1,0,0,9,1,
2014120147157,2,2,1,2,43,7,2,0,0,0,0,0,9,2,
2014120147157,2,4,2,2,73,10,3,0,0,2,0,0,9,1,
2014120147714,2,1,1,1,51,8,2,0,0,0,0,0,5,1,
2014120148228,1,1,3,2,42,7,3,9,5,0,0,0,0,1,
2014120148231,2,1,1,2,38,7,2,0,0,0,0,0,1,1,
2014120148505,2,1,1,2,38,7,3,0,0,0,0,0,1,1,
2014120149725,1,1,1,1,11,3,3,0,0,0,0,0,1,1,
2014120150702,1,1,2,1,21,5,3,0,0,1,0,0,9,1,
2014120151438,2,1,1,1,28,6,3,0,0,0,0,0,1,2,
2014120151917,1,1,1,1,27,6,3,0,0,0,0,0,5,1,
2014120152865,1,1,1,1,24,5,3,0,0,0,0,0,3,-1,
2014120153719,2,1,1,1,62,9,3,0,0,0,0,0,5,2,
2014120153833,1,1,1,1,34,6,3,0,0,0,0,0,9,1,
2014120153833,1,2,2,1,69,10,3,0,0,1,0,0,9,1,
2014120153833,1,3,2,1,43,7,3,0,0,2,0,0,9,1,
2014120154513,1,1,1,1,17,4,2,0,0,0,0,0,9,1,
2014120154513,1,2,2,1,17,4,2,0,0,1,0,0,9,1,
2014120154513,1,3,2,1,17,4,2,0,0,2,0,0,9,1,
2014120154513,1,4,2,1,17,4,2,0,0,2,0,0,9,1,
2014120154513,1,5,2,1,17,4,2,0,0,2,0,0,9,1,
2014120154793,1,1,1,1,36,7,3,0,0,0,0,0,3,1,
2014120155379,2,1,1,1,19,4,3,0,0,0,0,0,1,1,
2014120155597,1,1,1,1,49,8,3,0,0,0,0,0,9,2,
2014120156064,2,1,1,1,14,3,3,0,0,0,0,0,1,-1,
2014120156313,1,1,3,1,24,5,2,1,1,0,0,0,0,1,
2014120157428,1,1,3,2,28,6,3,8,1,0,0,0,0,1,
2014120157809,2,1,1,2,36,7,3,0,0,0,0,0,1,1,
2014120158117,2,1,1,1,72,10,3,0,0,0,0,0,9,3,
2014120158117,2,2,2,2,22,5,3,0,0,1,0,0,9,3,
2014120158672,1,1,1,2,72,10,3,0,0,0,0,0,9,2,
2014120159918,1,1,2,2,57,9,3,0,0,1,0,0,9,3,
2014120159918,3,2,1,1,68,10,3,0,0,0,0,0,1,3,
2014120160089,1,1,1,1,35,6,3,0,0,0,0,0,1,1,
2014120161692,1,1,3,1,68,10,3,2,1,0,0,0,0,2,
2014120162024,2,1,1,1,39,7,3,0,0,0,0,0,1,1,
2014120162136,1,1,3,1,29,6,2,9,5,0,0,0,0,1,
2014120162427,2,1,1,1,22,5,3,0,0,0,0,0,1,1,
2014120162502,1,1,1,1,17,4,3,0,0,0,0,0,1,1,
2014120163487,1,1,1,1,27,6,3,0,0,0,0,0,1,1,
2014120163487,2,2,1,1,22,5,3,0,0,0,0,0,1,-1,
2014120163764,1,1,3,2,57,9,3,9,5,0,0,0,0,3,
2014120164395,1,1,3,2,70,10,3,5,1,0,0,0,0,1,
2014120165624,2,1,1,2,68,10,3,0,0,0,0,0,1,1,
2014120165670,2,1,1,1,18,4,3,0,0,0,0,0,1,1,
2014120165786,3,1,1,2,18,4,3,0,0,0,0,0,1,1,
2014120165825,2,1,1,2,35,6,3,0,0,0,0,0,1,1,
2014120165994,1,1,1,1,23,5,2,0,0,0,0,0,1,1,
2014120166099,1,1,3,1,39,7,2,6,9,0,0,0,0,1,
2014120166099,1,2,3,1,20,4,2,6,9,0,0,0,0,-1,
2014120166606,1,1,1,2,35,6,3,0,0,0,0,0,9,1,
2014120167346,1,1,1,1,28,6,3,0,0,0,0,0,1,1,
2014120167370,1,1,2,2,18,4,3,0,0,1,0,0,9,1,
2014120167370,2,2,2,2,19,4,3,0,0,1,0,0,9,1,
2014120168157,2,1,1,1,39,7,3,0,0,0,0,0,1,1,
2014120168197,1,1,1,2,25,5,3,0,0,0,0,0,3,1,
2014120168521,2,1,1,1,55,8,3,0,0,0,0,0,1,1,
2014120168592,1,1,3,1,7,2,3,4,3,0,0,0,0,1,
2014120168640,1,1,1,2,18,4,3,0,0,0,0,0,1,1,
2014120168673,2,1,1,1,69,10,3,0,0,0,0,0,1,1,
2014120168879,2,1,1,2,15,3,3,0,0,0,0,0,1,1,
2014120168895,1,1,1,2,24,5,3,0,0,0,0,0,9,1,
2014120169618,2,1,1,2,57,9,3,0,0,0,0,0,1,-1,
2014120169734,2,1,1,1,34,6,3,0,0,0,0,0,1,1,
2014120170380,3,1,1,1,20,4,2,0,0,0,0,0,1,1,
2014120171214,2,1,1,1,22,5,3,0,0,0,0,0,1,1,
2014120171832,1,1,2,1,13,3,3,0,0,0,0,0,5,3,
2014120172270,2,1,2,2,87,11,3,0,0,2,0,0,9,-1,
2014120172687,1,1,3,2,78,11,3,6,9,0,0,0,0,-1,
2014120172988,1,1,1,1,20,4,3,0,0,0,0,0,1,1,
2014120172988,2,2,1,2,31,6,2,0,0,0,0,0,3,1,
2014120173112,1,1,1,2,41,7,3,0,0,0,0,0,9,1,
2014120173314,1,1,1,1,16,4,3,0,0,0,0,0,2,1,
2014120173740,1,1,1,1,16,4,3,0,0,0,0,0,2,3,
2014120173789,1,1,1,1,20,4,3,0,0,0,0,0,9,1,
2014120173789,2,2,1,2,42,7,3,0,0,0,0,0,9,1,
2014120173789,2,3,2,2,40,7,3,0,0,1,0,0,9,1,
2014120174012,1,1,1,1,33,6,3,0,0,0,0,0,1,1,
2014120174146,2,1,1,2,15,3,3,0,0,0,0,0,1,1,
2014120174259,1,1,1,2,25,5,3,0,0,0,0,0,1,1,
2014120174259,2,2,1,2,17,4,3,0,0,0,0,0,3,2,
2014120174385,2,1,1,1,18,4,3,0,0,0,0,0,1,1,
2014120174485,1,1,3,1,21,5,3,5,1,0,0,0,0,1,
2014120174686,2,1,1,2,51,8,2,0,0,0,0,0,1,1,
2014120174753,1,1,3,1,84,11,2,5,4,0,0,0,0,1,
2014120175183,1,1,3,1,21,5,1,9,9,0,0,0,0,1,
2014120175982,1,1,1,2,46,8,3,0,0,0,0,0,1,-1,
2014120176142,2,1,1,1,24,5,3,0,0,0,0,0,3,1,
2014120176204,1,1,1,2,19,4,3,0,0,0,0,0,2,1,
2014120176499,2,1,1,1,32,6,3,0,0,0,0,0,3,1,
2014120176515,1,1,1,1,33,6,3,0,0,0,0,0,3,1,
2014120176515,1,2,3,2,24,5,3,6,9,0,0,0,0,1,
2014120176891,1,1,1,1,23,5,3,0,0,0,0,0,2,1,
2014120178712,1,1,1,1,17,4,3,0,0,0,0,0,1,1,
2014120178819,1,1,1,2,17,4,3,0,0,0,0,0,2,1,
2014120179518,2,1,1,1,57,9,3,0,0,0,0,0,1,1,
2014120179673,1,1,2,1,18,4,3,0,0,1,0,0,9,1,
2014120179673,1,2,2,1,18,4,3,0,0,2,0,0,9,1,
2014120179673,1,3,2,1,17,4,3,0,0,2,0,0,9,1,
2014120180968,1,1,1,1,19,4,3,0,0,0,0,0,2,1,
2014120181085,2,1,1,2,38,7,2,0,0,0,0,0,1,1,
2014120181472,1,1,1,1,18,4,2,0,0,0,0,0,9,3,
2014120181602,1,1,1,1,46,8,3,0,0,0,0,0,9,1,
2014120181602,1,3,2,2,3,1,3,0,0,2,0,0,9,1,
2014120181602,2,2,2,1,34,6,3,0,0,1,0,0,9,1,
2014120181928,2,1,1,2,16,4,3,0,0,0,0,0,1,1,
2014120182314,2,1,1,1,17,4,3,0,0,0,0,0,3,2,
2014120182664,2,1,1,1,35,6,3,0,0,0,0,0,1,2,
2014120183513,1,1,3,2,50,8,3,10,9,0,0,0,0,1,
2014120183749,1,1,3,1,9,2,3,5,1,0,0,0,0,1,
2014120184200,1,1,1,1,59,9,2,0,0,0,0,0,5,1,
2014120184930,1,1,3,1,55,8,3,5,4,0,0,0,0,3,
2014120185422,2,1,1,1,42,7,2,0,0,0,0,0,1,2,
2014120186055,1,1,2,1,70,10,3,0,0,0,4,0,11,3,
2014120186055,1,2,2,2,75,10,3,0,0,0,4,0,11,3,
2014120186055,1,3,2,1,7,2,3,0,0,0,4,0,11,3,
2014120186254,2,1,1,1,37,7,3,0,0,0,0,0,1,1,
2014120186284,1,1,1,2,26,6,3,0,0,0,0,0,9,2,
2014120186489,1,1,2,2,15,3,2,0,0,2,0,0,9,1,
2014120187224,1,1,1,2,27,6,3,0,0,0,0,0,9,2,
2014120187418,1,1,1,2,19,4,3,0,0,0,0,0,9,1,
2014120187418,1,2,2,2,19,4,3,0,0,1,0,0,9,1,
2014120188334,1,1,1,2,45,7,3,0,0,0,0,0,9,1,
2014120188334,2,2,1,1,21,5,2,0,0,0,0,0,3,1,
2014120188850,1,1,1,2,29,6,3,0,0,0,0,0,1,1,
2014120189694,2,1,1,2,60,9,2,0,0,0,0,0,1,1,
2014120189957,1,1,1,1,48,8,3,0,0,0,0,0,2,3,
2014120189957,2,2,1,1,54,8,3,0,0,0,0,0,1,1,
2014120190074,2,1,1,2,18,4,3,0,0,0,0,0,1,1,
2014120190374,1,1,1,2,31,6,3,0,0,0,0,0,1,1,
2014120190603,1,1,3,2,51,8,3,6,9,0,0,0,0,1,
2014120190610,2,1,1,1,32,6,3,0,0,0,0,0,1,-1,
2014120190850,2,1,1,1,46,8,3,0,0,0,0,0,1,1,
2014120190967,1,1,1,2,59,9,3,0,0,0,0,0,1,1,
2014120191330,1,1,3,2,9,2,3,5,3,0,0,0,0,2,
2014120191366,1,1,3,1,39,7,3,5,3,0,0,0,0,1,
2014120191835,2,1,1,1,12,3,3,0,0,0,0,0,1,1,
2014120192571,1,1,1,1,53,8,1,0,0,0,0,0,9,1,
2014120193010,1,1,1,1,56,9,3,0,0,0,0,0,1,1,
2014120193285,1,1,1,1,28,6,3,0,0,0,0,0,3,1,
2014120193616,1,1,1,1,51,8,3,0,0,0,0,0,3,1,
2014120194156,1,1,3,2,51,8,3,1,1,0,0,0,0,1,
2014120194564,1,1,3,2,45,7,3,4,1,0,0,0,0,1,
2014120195344,1,1,1,1,58,9,3,0,0,0,0,0,4,1,
2014120195368,1,1,1,1,14,3,3,0,0,0,0,0,1,1,
2014120196668,2,1,1,2,43,7,3,0,0,0,0,0,9,2,
2014120197178,1,1,3,1,75,10,3,5,3,0,0,0,0,1,
2014120197292,2,1,1,1,17,4,3,0,0,0,0,0,1,1,
2014120197345,1,1,1,1,21,5,3,0,0,0,0,0,2,1,
2014120199184,1,1,1,1,51,8,3,0,0,0,0,0,9,3,
2014120199184,2,2,1,1,46,8,3,0,0,0,0,0,9,1,
2014120199380,2,1,1,1,16,4,3,0,0,0,0,0,1,2,
2014120199681,1,1,3,1,28,6,3,5,3,0,0,0,0,1,
2014120200288,1,1,3,2,9,2,3,1,1,0,0,0,0,1,
2014120201666,2,1,1,1,22,5,2,0,0,0,0,0,1,1,
2014120202036,1,1,3,2,61,9,3,5,3,0,0,0,0,1,
2014120203561,1,1,3,1,15,3,3,1,3,0,0,0,0,-1,
2014120205152,2,1,1,1,17,4,3,0,0,0,0,0,1,3,
2014120205340,2,1,1,2,39,7,3,0,0,0,0,0,1,1,
2014120205627,1,1,3,2,16,4,3,5,3,0,0,0,0,1,
2014120205653,2,1,1,2,40,7,3,0,0,0,0,0,2,1,
2014120205903,2,1,2,2,15,3,3,0,0,1,0,0,9,1,
2014120206159,1,1,1,1,17,4,3,0,0,0,0,0,3,1,
2014120206973,1,1,1,1,71,10,3,0,0,0,0,0,5,2,
2014120206973,1,2,2,2,53,8,2,0,0,0,0,0,5,2,
2014120207428,2,1,1,1,47,8,3,0,0,0,0,0,5,2,
2014120207429,1,1,1,1,20,4,3,0,0,0,0,0,9,3,
2014120207902,1,1,3,1,17,4,3,5,3,0,0,0,0,2,
2014120208276,2,1,1,1,16,4,3,0,0,0,0,0,2,1,
2014120208490,2,1,1,2,65,9,3,0,0,0,0,0,1,3,
2014120208683,1,1,1,1,17,4,3,0,0,0,0,0,2,1,
2014120208966,2,1,1,1,28,6,3,0,0,0,0,0,3,1,
2014120209323,2,1,1,2,18,4,3,0,0,0,0,0,1,1,
2014120210284,2,1,1,1,51,8,2,0,0,0,0,0,1,1,
2014120210366,2,1,1,1,29,6,3,0,0,0,0,0,1,1,
2014120210680,1,1,1,2,24,5,3,0,0,0,0,0,1,1,
2014120211628,1,1,3,2,20,4,3,10,9,0,0,0,0,1,
2014120211759,2,1,1,2,45,7,3,0,0,0,0,0,1,1,
2014120211780,2,1,1,2,84,11,2,0,0,0,0,0,1,1,
2014120211827,1,1,2,2,18,4,3,0,0,2,0,0,9,2,
2014120213749,1,1,1,2,49,8,3,0,0,0,0,0,9,1,
2014120213873,2,1,1,1,24,5,3,0,0,0,0,0,1,1,
2014120214410,2,1,1,1,78,11,3,0,0,0,0,0,1,1,
2014120214527,2,1,1,2,40,7,3,0,0,0,0,0,9,2,
2014120214655,1,1,1,2,72,10,3,0,0,0,0,0,9,3,
2014120214655,2,2,1,1,49,8,3,0,0,0,0,0,19,2,
2014120214671,2,1,1,1,35,6,3,0,0,0,0,0,9,3,
2014120215086,1,1,1,2,29,6,3,0,0,0,0,0,9,1,
2014120215086,2,2,1,2,20,4,3,0,0,0,0,0,9,1,
2014120215246,1,1,3,2,75,10,3,1,9,0,0,0,0,1,
2014120216912,2,1,1,2,62,9,3,0,0,0,0,0,1,1,
2014120218227,1,1,1,2,88,11,2,0,0,0,0,0,9,2,
2014120218342,1,1,1,2,30,6,3,0,0,0,0,0,9,1,
2014120218671,2,1,1,1,46,8,3,0,0,0,0,0,1,1,
2014120218719,1,1,1,2,45,7,3,0,0,0,0,0,9,1,
2014120218996,2,1,1,1,26,6,2,0,0,0,0,0,1,1,
2014120219419,2,1,1,1,49,8,3,0,0,0,0,0,1,2,
2014120219949,1,1,3,1,29,6,3,1,1,0,0,0,0,1,
2014120220619,1,1,1,1,53,8,3,0,0,0,0,0,21,1,
2014120220619,1,2,3,1,35,6,2,9,6,0,0,0,0,3,
2014120221136,1,1,1,1,23,5,3,0,0,0,0,0,9,1,
2014120221136,2,2,1,2,47,8,3,0,0,0,0,0,9,1,
2014120221989,1,2,2,2,6,2,3,0,0,2,0,0,9,1,
2014120221989,1,3,2,2,3,1,3,0,0,2,0,0,9,1,
2014120221989,2,1,1,1,77,11,3,0,0,0,0,0,9,2,
2014120222503,1,1,1,1,74,10,3,0,0,0,0,0,9,3,
2014120222503,1,2,2,2,74,10,3,0,0,1,0,0,9,3,
2014120222503,2,3,1,1,51,8,3,0,0,0,0,0,9,3,
2014120222503,2,4,2,2,58,9,3,0,0,1,0,0,9,1,
2014120223568,1,1,3,2,13,3,3,4,3,0,0,0,0,1,
2014120223688,2,1,1,2,25,5,3,0,0,0,0,0,1,-1,
2014120223912,2,1,1,1,13,3,3,0,0,0,0,0,1,1,
2014120224214,1,1,1,2,36,7,3,0,0,0,0,0,9,1,
2014120224214,2,2,1,1,59,9,3,0,0,0,0,0,9,1,
2014120224440,1,1,1,2,35,6,3,0,0,0,0,0,1,1,
2015120000440,1,1,3,2,23,5,3,9,6,0,0,0,0,1,2
2015120001053,1,1,1,1,20,4,3,0,0,0,0,0,3,-1,-1
2015120001147,1,1,1,1,56,9,3,0,0,0,0,0,9,1,7
2015120002005,2,1,1,1,32,6,3,0,0,0,0,0,1,1,9
2015120002307,2,1,1,1,76,11,3,0,0,0,0,0,9,2,10
2015120002307,3,2,2,2,1,1,3,0,0,2,0,0,9,2,10
2015120002407,1,1,1,1,53,8,3,0,0,0,0,0,10,1,10
2015120002935,1,1,1,1,40,7,3,0,0,0,0,0,1,1,3
2015120003027,2,1,1,1,53,8,3,0,0,0,0,0,1,-1,-1
2015120003031,1,1,1,1,19,4,3,0,0,0,0,0,2,3,8
2015120003361,2,1,1,1,55,8,3,0,0,0,0,0,1,1,7
2015120003507,2,1,1,2,41,7,3,0,0,0,0,0,1,1,10
2015120005474,2,1,1,1,11,3,2,0,0,0,0,0,1,1,1
2015120005479,1,1,3,2,29,6,3,5,1,0,0,0,0,1,1
2015120005872,1,1,1,1,34,6,3,0,0,0,0,0,1,1,9
2015120006819,2,1,1,2,42,7,2,0,0,0,0,0,3,2,9
2015120007054,2,1,1,1,52,8,3,0,0,0,0,0,4,2,9
2015120007181,1,1,3,1,74,10,3,5,9,0,0,0,0,2,10
2015120007660,2,1,1,2,24,5,3,0,0,0,0,0,9,1,9
2015120007875,1,1,1,1,51,8,2,0,0,0,0,0,1,1,8
2015120008361,2,1,1,2,26,6,3,0,0,0,0,0,9,1,9
2015120008361,2,2,2,1,34,6,3,0,0,1,0,0,9,1,9
2015120008523,1,1,1,1,54,8,3,0,0,0,0,0,1,1,8
2015120008756,1,1,3,1,36,7,3,6,9,0,0,0,0,2,9
2015120008891,1,1,3,2,88,11,3,5,2,0,0,0,0,1,3
2015120008926,2,1,1,1,36,7,3,0,0,0,0,0,1,1,10
2015120008931,1,1,3,1,71,10,3,5,3,0,0,0,0,1,6
2015120010860,1,1,1,1,59,9,3,0,0,0,0,0,9,1,9
2015120011541,1,1,1,1,48,8,3,0,0,0,0,0,1,1,3
2015120011781,1,1,1,1,54,8,3,0,0,0,0,0,21,3,6
2015120011781,2,2,1,1,53,8,2,0,0,0,0,0,19,1,10
2015120011781,5,3,1,1,49,8,3,0,0,0,0,0,9,1,10
2015120011781,6,4,2,1,17,4,3,0,0,1,0,0,9,-1,-1
2015120011997,1,1,1,2,36,7,3,0,0,0,0,0,1,1,6
2015120012389,1,1,1,1,57,9,3,0,0,0,0,0,11,1,10
2015120012389,2,2,1,1,11,3,2,0,0,0,0,0,1,1,10
2015120012669,1,1,3,2,11,3,3,6,9,0,0,0,0,1,6
2015120012862,1,1,1,1,19,4,2,0,0,0,0,0,9,1,2
2015120013091,1,1,1,1,20,4,3,0,0,0,0,0,1,1,8
2015120014299,1,1,3,2,86,11,3,5,4,0,0,0,0,1,3
2015120015184,2,1,1,2,21,5,3,0,0,0,0,0,1,1,5
2015120016346,1,1,3,2,18,4,3,1,3,0,0,0,0,2,7
2015120017209,1,1,1,1,16,4,3,0,0,0,0,0,1,1,7
2015120019271,1,1,1,1,58,9,3,0,0,0,0,0,5,3,5
2015120019394,2,1,1,2,35,6,3,0,0,0,0,0,9,1,4
2015120019394,2,2,2,2,10,2,3,0,0,2,0,0,9,1,4
2015120019442,2,1,1,1,23,5,3,0,0,0,0,0,3,1,9
2015120019530,2,1,1,1,19,4,3,0,0,0,0,0,9,1,8
2015120019530,2,2,2,2,17,4,3,0,0,1,0,0,9,3,8
2015120019530,2,3,2,1,20,4,3,0,0,2,0,0,9,1,5
2015120019968,1,1,1,1,30,6,3,0,0,0,0,0,1,1,10
2015120020255,1,1,1,2,25,5,3,0,0,0,0,0,9,3,8
2015120020317,1,1,1,1,25,5,3,0,0,0,0,0,19,1,4
2015120020357,1,1,3,1,15,3,3,6,9,0,0,0,0,1,3
2015120020574,2,1,1,1,64,9,3,0,0,0,0,0,1,1,3
2015120020837,2,1,1,2,30,6,3,0,0,0,0,0,9,1,10
2015120021516,1,1,1,2,70,10,3,0,0,0,0,0,9,1,8
2015120021516,2,2,1,2,35,6,3,0,0,0,0,0,9,1,6
2015120022465,2,1,1,1,18,4,3,0,0,0,0,0,3,3,8
2015120022705,1,1,1,1,43,7,3,0,0,0,0,0,1,1,3
2015120023354,1,1,1,2,21,5,3,0,0,0,0,0,9,1,9
2015120023701,2,1,1,2,61,9,3,0,0,0,0,0,1,1,10
2015120023956,2,1,2,2,11,3,3,0,0,2,0,0,9,1,10
2015120024020,2,1,1,2,46,8,3,0,0,0,0,0,1,1,10
2015120024822,1,1,2,2,24,5,3,0,0,1,0,0,9,1,3
2015120025126,1,1,2,2,51,8,2,0,0,1,0,0,9,1,5
2015120025126,1,2,2,2,13,3,3,0,0,2,0,0,9,1,5
2015120025163,2,1,1,1,18,4,3,0,0,0,0,0,1,-1,-1
2015120025309,1,1,3,2,43,7,3,10,3,0,0,0,0,1,3
2015120026436,2,1,1,1,32,6,3,0,0,0,0,0,1,1,10
2015120026529,3,1,1,1,30,6,3,0,0,0,0,0,9,1,5
2015120026711,2,1,1,2,24,5,2,0,0,0,0,0,1,1,3
2015120027211,2,1,1,1,24,5,3,0,0,0,0,0,3,1,5
2015120027558,2,1,1,2,49,8,3,0,0,0,0,0,9,1,4
2015120027566,1,1,1,2,46,8,3,0,0,0,0,0,9,1,3
2015120027866,2,1,1,1,65,9,2,0,0,0,0,0,1,1,3
2015120027955,1,1,3,2,14,3,3,1,3,0,0,0,0,1,8
2015120028111,2,1,1,2,48,8,3,0,0,0,0,0,1,1,8
2015120028435,2,1,1,1,72,10,2,0,0,0,0,0,5,2,7
2015120030231,2,1,1,1,35,6,3,0,0,0,0,0,1,1,10
2015120030354,2,1,1,2,17,4,3,0,0,0,0,0,1,1,5
2015120030414,2,1,1,1,49,8,3,0,0,0,0,0,1,1,7
2015120030750,1,1,1,1,28,6,3,0,0,0,0,0,1,1,9
2015120030877,2,1,1,2,46,8,3,0,0,0,0,0,1,1,8
2015120030900,1,1,2,1,12,3,3,0,0,1,0,0,9,1,7
2015120030900,1,2,2,2,14,3,3,0,0,2,0,0,9,1,7
2015120031997,2,1,1,2,17,4,3,0,0,0,0,0,9,1,10
2015120031997,2,2,2,1,9,2,3,0,0,2,0,0,9,1,10
2015120031997,2,3,2,2,7,2,3,0,0,2,0,0,9,1,10
2015120032566,1,1,1,1,30,6,3,0,0,0,0,0,3,1,2
2015120032566,1,2,3,2,42,7,3,1,9,0,0,0,0,-1,-1
2015120033356,1,1,1,2,24,5,3,0,0,0,0,0,9,1,5
2015120033356,1,2,2,1,43,7,3,0,0,1,0,0,9,1,5
2015120033356,1,3,2,1,29,6,3,0,0,2,0,0,9,1,1
2015120033356,1,4,2,2,21,5,3,0,0,2,0,0,9,1,1
2015120033380,1,1,1,2,57,9,3,0,0,0,0,0,9,1,10
2015120033380,2,2,1,2,25,5,3,0,0,0,0,0,9,1,5
2015120033380,2,3,2,2,24,5,3,0,0,1,0,0,9,1,5
2015120035814,2,1,1,1,37,7,2,0,0,0,0,0,1,-1,-1
2015120036805,2,1,1,2,21,5,3,0,0,0,0,0,1,1,9
2015120037437,1,1,2,1,19,4,3,0,0,2,0,0,9,1,3
2015120037437,1,2,2,1,43,7,3,0,0,1,0,0,9,1,6
2015120038137,1,1,1,1,51,8,3,0,0,0,0,0,9,1,9
2015120039293,2,1,1,2,45,7,3,0,0,0,0,0,1,1,7
2015120039591,1,1,1,1,29,6,3,0,0,0,0,0,19,2,10
2015120040252,1,1,1,1,42,7,3,0,0,0,0,0,1,2,9
2015120040305,1,1,1,1,19,4,3,0,0,0,0,0,9,3,8
2015120040305,3,2,1,1,76,11,3,0,0,0,0,0,9,1,10
2015120041203,2,1,1,1,56,9,3,0,0,0,0,0,1,1,10
2015120041225,2,1,1,2,64,9,3,0,0,0,0,0,9,1,3
2015120041598,1,1,3,1,20,4,3,10,1,0,0,0,0,1,7
2015120041989,2,1,1,1,42,7,3,0,0,0,0,0,1,-1,-1
2015120042302,1,1,3,2,22,5,3,9,9,0,0,0,0,1,7
2015120042460,1,1,1,1,18,4,2,0,0,0,0,0,9,1,9
2015120042530,1,1,2,2,38,7,3,0,0,0,3,0,11,-1,-1
2015120043755,2,1,1,1,55,8,3,0,0,0,0,0,1,-1,-1
2015120043810,1,1,1,1,48,8,3,0,0,0,0,0,9,-1,-1
2015120043810,2,2,1,1,57,9,3,0,0,0,0,0,9,1,8
2015120045064,1,1,1,1,18,4,3,0,0,0,0,0,1,1,8
2015120045182,1,1,1,1,20,4,2,0,0,0,0,0,9,2,6
2015120045997,2,1,1,1,48,8,2,0,0,0,0,0,1,1,7
2015120046271,1,1,2,2,36,7,3,0,0,0,0,0,19,1,3
2015120047400,2,1,1,1,24,5,3,0,0,0,0,0,1,1,5
2015120047793,1,1,1,1,26,6,3,0,0,0,0,0,9,1,6
2015120048033,2,1,1,2,36,7,3,0,0,0,0,0,1,1,7
2015120048658,1,1,1,1,35,6,3,0,0,0,0,0,9,-1,-1
2015120048658,3,2,2,2,63,9,3,0,0,1,0,0,9,2,9
2015120049862,1,1,1,2,22,5,3,0,0,0,0,0,1,1,7
2015120050654,1,1,3,2,31,6,3,5,3,0,0,0,0,1,8
2015120051277,1,1,1,1,27,6,1,0,0,0,0,0,9,2,9
2015120051732,1,1,1,1,10,2,3,0,0,0,0,0,1,1,7
2015120052514,1,1,1,1,25,5,3,0,0,0,0,0,9,1,6
2015120052959,1,1,1,1,29,6,3,0,0,0,0,0,9,1,3
2015120053116,1,1,3,2,7,2,3,5,3,0,0,0,0,1,6
2015120053264,1,1,1,2,57,9,3,0,0,0,0,0,9,2,10
2015120054104,1,1,2,2,80,11,3,0,0,1,0,0,9,-1,-1
2015120054104,2,2,2,2,10,2,3,0,0,2,0,0,9,-1,-1
2015120054104,2,3,1,2,34,6,3,0,0,0,0,0,9,-1,-1
2015120055206,1,1,2,2,35,6,2,0,0,1,0,0,9,1,3
2015120055206,2,2,1,1,61,9,2,0,0,0,0,0,9,-1,-1
2015120055785,1,1,1,2,64,9,3,0,0,0,0,0,9,1,10
2015120055791,1,1,1,1,47,8,3,0,0,0,0,0,9,1,9
2015120055791,2,2,1,1,54,8,2,0,0,0,0,0,5,1,4
2015120055791,2,3,2,2,50,8,3,0,0,0,0,0,5,1,4
2015120055894,1,1,1,1,40,7,1,0,0,0,0,0,5,1,10
2015120055894,2,2,1,2,59,9,3,0,0,0,0,0,9,1,9
2015120055894,3,3,2,1,27,6,2,0,0,0,0,0,19,2,9
2015120055894,3,4,2,2,22,5,3,0,0,0,0,0,19,2,9
2015120057257,1,1,3,2,32,6,3,6,9,0,0,0,0,1,5
2015120057913,2,1,1,1,63,9,3,0,0,0,0,0,1,1,10
2015120058682,1,1,3,2,44,7,3,5,1,0,0,0,0,2,10
2015120058968,1,1,3,1,23,5,3,5,1,0,0,0,0,1,5
