Acc_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maenance_Worker,Casualty_Type,Casualty_Home_Area_Type,Casualty_IMD_Decile
2005121450873,2,1,1,2,41,7,3,0,0,0,0,-1,9,-1,
2005121460732,1,1,1,2,30,6,3,0,0,0,0,-1,9,-1,
2005121470633,2,1,1,1,26,6,3,0,0,0,0,-1,1,-1,
2005121470892,2,1,1,2,43,7,3,0,0,0,0,-1,9,-1,
2005121490626,1,1,2,2,42,7,3,0,0,1,0,-1,9,-1,
2005121500641,2,1,1,2,38,7,3,0,0,0,0,-1,9,-1,
2005121510956,1,1,1,1,19,4,3,0,0,0,0,-1,1,-1,
2005121520927,2,1,1,1,24,5,3,0,0,0,0,-1,4,2,
2005121530376,2,1,1,1,18,4,3,0,0,0,0,-1,1,-1,
2005121530507,2,1,1,2,49,8,3,0,0,0,0,-1,2,-1,
2005121550001,1,1,1,2,32,6,3,0,0,0,0,-1,2,-1,
2005121560425,3,1,1,2,34,6,3,0,0,0,0,-1,9,-1,
2005121570961,1,1,1,1,15,3,3,0,0,0,0,-1,1,-1,
2005121580887,1,1,1,2,12,3,3,0,0,0,0,-1,1,-1,
2005121581086,1,1,1,1,32,6,3,0,0,0,0,-1,9,-1,
2005121581086,2,2,1,1,17,4,3,0,0,0,0,-1,9,-1,
2005121581093,2,1,2,1,12,3,3,0,0,1,0,-1,9,1,
2005121581138,1,1,1,2,16,4,3,0,0,0,0,-1,2,-1,
2005121590053,1,1,1,1,25,5,3,0,0,0,0,-1,1,-1,
2005121590053,2,2,1,1,70,10,3,0,0,0,0,-1,9,-1,
2005121591189,1,1,3,2,22,5,3,5,2,0,0,-1,0,-1,
2005121610147,2,1,1,1,8,2,3,0,0,0,0,-1,1,-1,
2005121620214,1,1,1,1,16,4,3,0,0,0,0,-1,2,-1,
2005121620231,2,1,1,1,69,10,3,0,0,0,0,-1,9,2,
2005121630449,2,1,2,2,75,10,3,0,0,2,0,-1,9,-1,
2005121630449,2,2,2,2,29,6,3,0,0,2,0,-1,9,-1,
2005121630607,2,1,2,2,73,10,3,0,0,1,0,-1,9,-1,
2005121630607,2,2,1,1,68,10,3,0,0,0,0,-1,9,-1,
2005121630662,1,1,1,1,17,4,3,0,0,0,0,-1,9,-1,
2005121640684,1,1,1,2,16,4,3,0,0,0,0,-1,2,-1,
2005121640684,1,2,2,2,15,3,3,0,0,0,0,-1,2,-1,
2005121641068,1,1,1,2,22,5,2,0,0,0,0,-1,9,-1,
2005121670711,1,1,2,2,53,8,3,0,0,1,0,-1,9,-1,
2005121670711,2,2,1,1,36,7,3,0,0,0,0,-1,5,-1,
2005121670805,2,1,2,2,36,7,3,0,0,0,0,-1,5,-1,
2005121670975,2,1,1,1,43,7,3,0,0,0,0,-1,1,-1,
2005121681008,1,1,3,2,14,3,2,9,9,0,0,-1,0,-1,
2005121681186,1,1,1,2,28,6,3,0,0,0,0,-1,9,-1,
2005121690125,1,2,2,1,34,6,3,0,0,2,0,-1,9,-1,
2005121690125,1,3,2,1,45,7,3,0,0,2,0,-1,9,-1,
2005121690125,1,4,2,1,48,8,3,0,0,2,0,-1,9,-1,
2005121690125,2,1,1,1,57,9,3,0,0,0,0,-1,9,-1,
2005121690969,1,1,2,1,17,4,3,0,0,1,0,-1,9,-1,
2005121690976,1,1,1,2,22,5,3,0,0,0,0,-1,9,-1,
2005121710884,1,1,1,1,34,6,3,0,0,0,0,-1,9,-1,
2005121710884,1,2,2,2,48,8,3,0,0,2,0,-1,9,-1,
2005121711082,1,1,3,1,20,4,2,4,1,0,0,-1,0,-1,
2005121711084,2,1,1,1,10,2,3,0,0,0,0,-1,1,-1,
2005121720066,2,1,1,1,32,6,3,0,0,0,0,-1,9,-1,
2005121720066,2,2,2,2,43,7,3,0,0,1,0,-1,9,-1,
2005121720070,1,1,1,1,21,5,2,0,0,0,0,-1,4,-1,
2005121720440,1,1,2,2,35,6,3,0,0,1,0,-1,9,-1,
2005121720800,1,1,3,2,15,3,3,6,9,0,0,-1,0,-1,
2005121730369,2,1,1,1,11,3,3,0,0,0,0,-1,1,-1,
2005121740747,1,2,1,2,43,7,3,0,0,0,0,-1,9,-1,
2005121740747,2,1,1,1,23,5,2,0,0,0,0,-1,1,-1,
2005121750150,2,1,1,2,46,8,3,0,0,0,0,-1,1,-1,
2005121750631,2,1,1,1,45,7,2,0,0,0,0,-1,1,-1,
2005121760136,2,1,1,1,35,6,3,0,0,0,0,-1,9,-1,
2005121760136,2,2,2,1,42,7,3,0,0,1,0,-1,9,-1,
2005121770518,2,1,1,2,81,11,3,0,0,0,0,-1,90,-1,
2005121770716,2,1,1,1,56,9,3,0,0,0,0,-1,1,-1,
2005121780712,1,1,3,2,15,3,3,5,2,0,0,-1,0,-1,
2005121780949,1,1,1,1,39,7,3,0,0,0,0,-1,9,3,
2005121780949,2,2,1,1,54,8,3,0,0,0,0,-1,9,3,
2005121790460,1,1,3,2,60,9,3,10,9,0,0,-1,0,-1,
2005121790460,1,2,3,2,60,9,3,10,9,0,0,-1,0,-1,
2005121790794,3,1,1,1,60,9,3,0,0,0,0,-1,9,-1,
2005121790794,4,2,1,1,45,7,1,0,0,0,0,-1,9,-1,
2005121790794,4,3,2,1,45,7,1,0,0,1,0,-1,9,-1,
2005121790841,1,1,3,1,10,2,3,10,3,0,0,-1,0,-1,
2005121800088,2,1,1,2,42,7,3,0,0,0,0,-1,9,-1,
2005121800094,1,1,1,2,28,6,3,0,0,0,0,-1,1,-1,
2005121810153,2,1,1,1,53,8,3,0,0,0,0,-1,1,-1,
2005121830388,2,1,1,1,46,8,2,0,0,0,0,-1,4,-1,
2005121830388,2,2,2,1,12,3,2,0,0,0,0,-1,4,-1,
2005121830627,2,1,2,2,48,8,3,0,0,1,0,-1,9,-1,
2005121840411,1,1,1,1,17,4,3,0,0,0,0,-1,1,-1,
2005121840472,2,1,1,1,66,10,3,0,0,0,0,-1,9,2,
2005121840501,2,1,1,1,42,7,3,0,0,0,0,-1,9,-1,
2005121840501,2,2,2,1,46,8,3,0,0,1,0,-1,9,-1,
2005121840688,1,1,2,2,18,4,3,0,0,2,0,-1,9,-1,
2005121850200,2,1,1,1,50,8,3,0,0,0,0,-1,1,1,
2005121850725,2,1,1,2,49,8,3,0,0,0,0,-1,1,-1,
2005121850856,1,1,3,2,12,3,3,9,5,0,0,-1,0,-1,
2005121861041,1,1,1,1,18,4,3,0,0,0,0,-1,9,-1,
2005121870085,1,1,1,2,58,9,3,0,0,0,0,-1,9,-1,
2005121870676,2,1,1,1,60,9,3,0,0,0,0,-1,9,-1,
2005121871034,2,1,1,1,16,4,2,0,0,0,0,-1,2,-1,
2005121880764,2,1,1,2,27,6,3,0,0,0,0,-1,1,-1,
2005121881035,1,1,1,1,16,4,3,0,0,0,0,-1,2,-1,
2005121890211,1,1,3,2,49,8,2,1,3,0,0,-1,0,-1,
2005121890888,1,1,1,2,51,8,3,0,0,0,0,-1,9,-1,
2005121900375,1,1,1,1,64,9,3,0,0,0,0,-1,19,-1,
2005121900729,2,1,1,1,55,8,3,0,0,0,0,-1,5,-1,
2005121900729,2,2,2,2,56,9,3,0,0,0,0,-1,5,-1,
2005121910307,1,1,1,1,48,8,3,0,0,0,0,-1,5,-1,
2005121920976,2,1,1,2,48,8,3,0,0,0,0,-1,1,-1,
2005121921129,1,1,1,1,16,4,3,0,0,0,0,-1,1,-1,
2005121930695,1,1,1,1,32,6,3,0,0,0,0,-1,21,-1,
2005121930695,2,2,1,1,18,4,1,0,0,0,0,-1,9,-1,
2005121940714,1,1,2,2,40,7,3,0,0,0,4,-1,11,-1,
2005121950190,1,1,1,2,43,7,3,0,0,0,0,-1,1,-1,
2005121951029,2,1,1,1,13,3,3,0,0,0,0,-1,1,-1,
2005121951046,2,1,1,2,14,3,2,0,0,0,0,-1,1,-1,
2005121960780,2,1,1,2,32,6,3,0,0,0,0,-1,9,-1,
2005121970892,1,1,2,1,33,6,3,0,0,0,4,-1,11,-1,
2005121990110,1,1,1,1,51,8,3,0,0,0,0,-1,3,-1,
2005121990110,2,2,1,1,33,6,3,0,0,0,0,-1,1,-1,
2005122011027,1,1,1,1,29,6,3,0,0,0,0,-1,3,-1,
2005122030919,1,1,3,2,12,3,3,5,1,0,0,-1,0,-1,
2005122040024,1,1,3,2,24,5,3,6,9,0,0,-1,0,-1,
2005122040617,2,1,1,1,27,6,3,0,0,0,0,-1,9,-1,
2005122040617,2,2,2,2,21,5,3,0,0,1,0,-1,9,-1,
2005122040617,2,3,2,2,21,5,3,0,0,2,0,-1,9,-1,
2005122070814,2,1,1,1,33,6,3,0,0,0,0,-1,1,1,
2005122070876,1,1,2,2,69,10,3,0,0,0,4,-1,11,-1,
2005122080413,2,1,1,1,60,9,2,0,0,0,0,-1,3,-1,
2005122081018,2,1,1,2,60,9,3,0,0,0,0,-1,9,-1,
2005122090438,2,1,2,2,-1,-1,3,0,0,0,3,-1,11,-1,
2005122090438,2,2,2,2,67,10,3,0,0,0,4,-1,11,-1,
2005122090463,2,1,2,2,48,8,3,0,0,1,0,-1,9,-1,
2005122090510,1,1,3,1,18,4,3,2,3,0,0,-1,0,-1,
2005122090803,1,1,3,1,10,2,3,5,1,0,0,-1,0,-1,
2005122090850,2,1,1,2,25,5,3,0,0,0,0,-1,9,-1,
2005122110500,1,1,1,1,19,4,3,0,0,0,0,-1,9,-1,
2005122110500,2,2,1,1,47,8,3,0,0,0,0,-1,9,-1,
2005122110500,3,3,1,2,51,8,3,0,0,0,0,-1,9,-1,
2005122120082,1,1,1,2,17,4,3,0,0,0,0,-1,9,-1,
2005122120527,1,1,2,1,24,5,3,0,0,1,0,-1,9,-1,
2005122120527,2,2,1,1,16,4,3,0,0,0,0,-1,1,-1,
2005122130147,2,1,1,1,37,7,3,0,0,0,0,-1,9,-1,
2005122131105,2,1,1,1,23,5,3,0,0,0,0,-1,9,-1,
2005122140184,1,1,1,2,22,5,3,0,0,0,0,-1,9,-1,
2005122140630,2,1,1,1,30,6,2,0,0,0,0,-1,5,-1,
2005122141005,2,1,1,1,15,3,3,0,0,0,0,-1,1,-1,
2005122141024,1,1,1,1,21,5,2,0,0,0,0,-1,1,-1,
2005122150837,2,1,1,2,30,6,3,0,0,0,0,-1,1,-1,
2005122160654,1,1,1,1,22,5,2,0,0,0,0,-1,19,-1,
2005122160654,2,2,1,1,26,6,3,0,0,0,0,-1,9,-1,
2005122170105,2,1,1,2,81,11,2,0,0,0,0,-1,1,-1,
2005122170516,2,1,1,1,54,8,3,0,0,0,0,-1,9,-1,
2005122190570,1,1,2,2,21,5,3,0,0,1,0,-1,9,-1,
2005122190653,2,1,2,2,52,8,3,0,0,1,0,-1,9,-1,
2005122200473,2,1,1,1,11,3,3,0,0,0,0,-1,1,-1,
2005122200983,1,1,1,1,35,6,3,0,0,0,0,-1,9,-1,
2005122200983,2,2,1,1,36,7,2,0,0,0,0,-1,9,-1,
2005122220484,1,1,1,2,55,8,3,0,0,0,0,-1,9,-1,
2005122220484,2,2,1,1,44,7,3,0,0,0,0,-1,9,-1,
2005122220484,2,3,2,2,29,6,3,0,0,1,0,-1,9,-1,
2005122220484,2,4,2,2,29,6,3,0,0,1,0,-1,9,-1,
2005122220809,1,1,1,2,32,6,2,0,0,0,0,-1,9,-1,
2005122220809,3,2,1,2,60,9,2,0,0,0,0,-1,9,-1,
2005122230478,1,1,3,2,36,7,3,4,1,0,0,-1,0,-1,
2005122230825,2,1,3,1,7,2,2,5,3,0,0,-1,0,-1,
2005122230888,1,1,3,1,21,5,2,5,1,0,0,-1,0,-1,
2005122230888,1,2,3,2,21,5,3,5,1,0,0,-1,0,-1,
2005122240638,3,1,1,1,13,3,3,0,0,0,0,-1,1,-1,
2005122240791,1,1,2,2,51,8,3,0,0,0,4,-1,11,-1,
2005122240791,1,2,2,2,60,9,3,0,0,0,4,-1,11,-1,
2005122260092,1,1,1,1,24,5,3,0,0,0,0,-1,9,-1,
2005122270431,2,1,1,1,56,9,3,0,0,0,0,-1,9,-1,
2005122270431,2,2,2,2,76,11,3,0,0,1,0,-1,9,-1,
2005122270871,1,1,1,1,17,4,3,0,0,0,0,-1,9,-1,
2005122270960,1,1,3,2,5,1,2,5,1,0,0,-1,0,-1,
2005122290542,2,1,2,2,82,11,3,0,0,2,0,-1,9,-1,
2005122290884,2,1,1,2,46,8,3,0,0,0,0,-1,1,-1,
2005122300311,2,1,1,1,66,10,3,0,0,0,0,-1,9,-1,
2005122300741,1,1,1,2,54,8,3,0,0,0,0,-1,9,-1,
2005122300741,2,2,1,2,75,10,2,0,0,0,0,-1,9,-1,
2005122300992,2,1,1,1,40,7,3,0,0,0,0,-1,1,-1,
2005122310039,1,1,3,1,18,4,3,6,9,0,0,-1,0,-1,
2005122310078,1,1,1,1,20,4,3,0,0,0,0,-1,90,-1,
2005122310078,1,2,2,2,14,3,3,0,0,0,0,-1,90,-1,
2005122310078,1,3,2,2,15,3,3,0,0,0,0,-1,90,-1,
2005122310510,2,1,1,1,18,4,3,0,0,0,0,-1,2,-1,
2005122310516,2,1,1,2,50,8,3,0,0,0,0,-1,1,-1,
2005122320173,1,1,1,2,17,4,3,0,0,0,0,-1,9,-1,
2005122320382,2,1,1,1,66,10,3,0,0,0,0,-1,1,-1,
2005122320585,2,1,1,1,43,7,3,0,0,0,0,-1,9,-1,
2005122320585,2,2,2,2,21,5,3,0,0,1,0,-1,9,-1,
2005122320585,2,3,2,1,21,5,3,0,0,2,0,-1,9,-1,
2005122330155,2,1,1,1,42,7,3,0,0,0,0,-1,1,-1,
2005122330172,1,1,1,1,19,4,3,0,0,0,0,-1,9,-1,
2005122340378,2,1,1,1,40,7,3,0,0,0,0,-1,9,3,
2005122340378,2,2,2,2,38,7,3,0,0,1,0,-1,9,3,
2005122350570,2,1,1,2,48,8,3,0,0,0,0,-1,9,2,
2005122360347,1,1,1,1,27,6,3,0,0,0,0,-1,9,-1,
2005122360421,2,1,1,2,70,10,3,0,0,0,0,-1,9,-1,
2005122360818,2,1,1,1,22,5,3,0,0,0,0,-1,9,-1,
2005122370347,2,1,1,2,30,6,3,0,0,0,0,-1,9,-1,
2005122380674,2,1,1,2,28,6,3,0,0,0,0,-1,1,-1,
2005122390452,1,1,3,1,30,6,3,5,9,0,0,-1,0,-1,
2005122390454,1,1,3,1,45,7,3,6,9,0,0,-1,0,-1,
2005122400591,1,1,1,1,28,6,3,0,0,0,0,-1,9,-1,
2005122400591,1,3,2,2,25,5,3,0,0,1,0,-1,9,-1,
2005122400591,3,2,1,1,39,7,3,0,0,0,0,-1,17,-1,
2005122450326,1,1,1,2,41,7,3,0,0,0,0,-1,9,3,
2005122450326,1,2,2,2,17,4,3,0,0,1,0,-1,9,3,
2005122450326,1,3,2,2,17,4,3,0,0,2,0,-1,9,3,
2005122450881,1,1,1,1,29,6,2,0,0,0,0,-1,9,-1,
2005122451025,1,1,2,2,86,11,3,0,0,0,1,-1,11,1,
2005122451072,2,1,1,1,18,4,3,0,0,0,0,-1,1,-1,
2005122460472,1,1,1,1,20,4,3,0,0,0,0,-1,9,-1,
2005122480228,1,1,1,2,17,4,3,0,0,0,0,-1,9,-1,
2005122480644,2,1,1,1,47,8,3,0,0,0,0,-1,9,-1,
2005122481187,2,1,1,1,36,7,3,0,0,0,0,-1,1,-1,
2005122490148,2,1,1,1,42,7,3,0,0,0,0,-1,1,-1,
2005122490766,1,1,3,2,3,1,3,6,7,0,0,-1,0,-1,
2005122491114,2,1,1,1,40,7,2,0,0,0,0,-1,4,-1,
2005122500873,1,1,3,2,80,11,3,5,1,0,0,-1,0,-1,
2005122510132,1,1,1,2,17,4,3,0,0,0,0,-1,2,-1,
2005122510765,1,1,1,2,35,6,3,0,0,0,0,-1,9,-1,
2005122520464,2,1,1,1,49,8,3,0,0,0,0,-1,1,-1,
2005122520643,2,1,1,1,28,6,3,0,0,0,0,-1,1,-1,
2005122520894,1,1,3,2,19,4,3,1,2,0,0,-1,0,-1,
2005122521056,2,1,1,1,38,7,3,0,0,0,0,-1,1,-1,
2005122530877,2,1,1,2,57,9,3,0,0,0,0,-1,9,3,
2005122530877,2,2,2,1,20,4,3,0,0,2,0,-1,9,-1,
2005122530877,2,3,2,2,20,4,3,0,0,2,0,-1,9,-1,
2005122530877,2,4,2,1,20,4,3,0,0,1,0,-1,9,-1,
2005122550909,1,1,1,1,25,5,3,0,0,0,0,-1,21,-1,
2005122551162,1,1,1,1,30,6,3,0,0,0,0,-1,2,-1,
2005122560235,2,1,1,2,50,8,2,0,0,0,0,-1,1,-1,
2005122560976,2,1,2,2,70,10,3,0,0,0,2,-1,11,-1,
2005122560976,2,2,2,1,70,10,3,0,0,0,2,-1,11,-1,
2005122570728,1,1,2,2,31,6,3,0,0,1,0,-1,9,-1,
2005122570728,2,2,1,1,20,4,3,0,0,0,0,-1,9,-1,
2005122580124,1,1,1,2,27,6,2,0,0,0,0,-1,2,-1,
2005122580181,2,1,1,2,28,6,3,0,0,0,0,-1,1,-1,
2005122590695,2,1,1,1,44,7,3,0,0,0,0,-1,19,-1,
2005122590853,2,1,1,1,23,5,3,0,0,0,0,-1,1,-1,
2005122591065,2,1,1,2,51,8,3,0,0,0,0,-1,1,-1,
2005122610202,2,1,1,2,24,5,3,0,0,0,0,-1,9,-1,
2005122610534,1,1,1,2,30,6,3,0,0,0,0,-1,9,-1,
2005122610593,2,1,1,1,7,2,3,0,0,0,0,-1,1,-1,
2005122610731,2,1,1,1,42,7,3,0,0,0,0,-1,5,-1,
2005122620265,2,1,1,2,20,4,3,0,0,0,0,-1,1,-1,
2005122620554,2,1,1,1,69,10,2,0,0,0,0,-1,9,-1,
2005122620554,2,2,2,2,70,10,3,0,0,1,0,-1,9,-1,
2005122620945,1,1,3,2,14,3,3,10,1,0,0,-1,0,-1,
2005122621197,1,1,1,1,67,10,3,0,0,0,0,-1,9,-1,
2005122621197,2,2,1,1,18,4,3,0,0,0,0,-1,9,-1,
2005122630107,1,1,1,1,50,8,3,0,0,0,0,-1,11,-1,
2005122630107,1,2,3,2,71,10,3,10,9,0,0,-1,0,-1,
2005122630107,1,3,3,2,60,9,3,10,9,0,0,-1,0,-1,
2005122630107,1,4,3,1,42,7,3,10,9,0,0,-1,0,-1,
2005122630733,2,1,1,2,19,4,3,0,0,0,0,-1,1,-1,
2005122640582,1,1,1,2,51,8,3,0,0,0,0,-1,9,-1,
2005122640582,2,2,1,1,40,7,3,0,0,0,0,-1,9,-1,
2005122640582,3,3,1,2,40,7,3,0,0,0,0,-1,9,-1,
2005122650890,2,1,1,2,48,8,3,0,0,0,0,-1,9,-1,
2005122650890,2,2,2,1,9,2,3,0,0,1,0,-1,9,-1,
2005122650890,3,3,1,1,44,7,3,0,0,0,0,-1,9,-1,
2005122650890,3,4,2,2,43,7,3,0,0,1,0,-1,9,-1,
2005122660086,1,1,1,1,55,8,3,0,0,0,0,-1,3,-1,
2005122660469,2,1,1,2,43,7,3,0,0,0,0,-1,1,-1,
2005122661027,2,1,1,1,41,7,2,0,0,0,0,-1,8,-1,
2005122680123,2,1,1,1,22,5,3,0,0,0,0,-1,3,-1,
2005122710824,1,1,1,1,16,4,3,0,0,0,0,-1,2,1,
2005122710886,1,1,1,2,35,6,3,0,0,0,0,-1,1,-1,
2005122720604,1,1,3,1,23,5,3,5,1,0,0,-1,0,-1,
2005122720604,1,2,1,2,53,8,3,0,0,0,0,-1,9,1,
2005122721016,1,1,1,1,20,4,3,0,0,0,0,-1,9,-1,
2005122730042,1,1,1,1,35,6,3,0,0,0,0,-1,9,-1,
2005122730393,1,1,1,1,22,5,3,0,0,0,0,-1,90,-1,
2005122730393,2,2,1,2,40,7,3,0,0,0,0,-1,20,-1,
2005122740271,1,1,1,1,32,6,2,0,0,0,0,-1,5,-1,
2005122750076,1,1,2,1,18,4,3,0,0,2,0,-1,9,-1,
2005122750076,1,2,2,2,15,3,3,0,0,2,0,-1,9,-1,
2005122750076,1,3,2,2,15,3,3,0,0,1,0,-1,9,-1,
2005122770251,1,1,3,2,29,6,3,5,1,0,0,-1,0,-1,
2005122770722,2,1,1,1,21,5,3,0,0,0,0,-1,1,1,
2005122780052,2,1,1,1,57,9,3,0,0,0,0,-1,4,-1,
2005122780502,1,1,3,2,82,11,3,5,1,0,0,-1,0,-1,
2005122780842,1,1,3,1,9,2,3,5,3,0,0,-1,0,-1,
2005122790327,2,1,1,1,62,9,1,0,0,0,0,-1,9,-1,
2005122790720,2,1,1,1,11,3,3,0,0,0,0,-1,1,-1,
2005122800590,2,1,1,2,24,5,3,0,0,0,0,-1,9,-1,
2005122810793,1,1,1,1,17,4,3,0,0,0,0,-1,9,3,
2005122830057,1,1,1,1,25,5,3,0,0,0,0,-1,19,-1,
2005122830142,1,1,1,1,55,8,3,0,0,0,0,-1,9,-1,
2005122830142,1,3,2,2,75,10,2,0,0,1,0,-1,9,-1,
2005122830142,2,2,1,2,44,7,3,0,0,0,0,-1,9,-1,
2005122830219,1,2,2,1,4,1,3,0,0,2,0,-1,9,-1,
2005122830219,2,1,1,1,68,10,3,0,0,0,0,-1,9,-1,
2005122840518,2,1,1,1,25,5,2,0,0,0,0,-1,2,-1,
2005122840518,2,2,2,2,23,5,3,0,0,0,0,-1,2,-1,
2005122840691,1,1,1,2,66,10,2,0,0,0,0,-1,9,-1,
2005122840691,2,2,1,1,65,9,3,0,0,0,0,-1,9,-1,
2005122840691,2,3,2,2,57,9,3,0,0,1,0,-1,9,-1,
2005122850938,2,1,1,1,42,7,3,0,0,0,0,-1,17,-1,
2005122860274,1,1,1,1,22,5,3,0,0,0,0,-1,2,3,
2005122870753,1,1,3,2,11,3,3,5,3,0,0,-1,0,-1,
2005122900566,1,1,3,1,21,5,3,10,9,0,0,-1,0,-1,
2005122900789,2,1,1,1,13,3,3,0,0,0,0,-1,1,1,
2005122901008,2,1,1,2,52,8,3,0,0,0,0,-1,1,-1,
2005122920054,2,1,1,2,24,5,3,0,0,0,0,-1,4,1,
2005122920370,1,1,1,1,53,8,3,0,0,0,0,-1,9,-1,
2005122920370,1,2,2,2,67,10,3,0,0,1,0,-1,9,-1,
2005122920387,2,1,1,2,70,10,3,0,0,0,0,-1,9,-1,
2005122920781,2,1,1,2,35,6,3,0,0,0,0,-1,9,-1,
2005122920861,2,1,1,1,45,7,3,0,0,0,0,-1,1,-1,
2005122930852,2,1,1,1,17,4,3,0,0,0,0,-1,3,1,
2005122940171,1,1,1,1,16,4,3,0,0,0,0,-1,2,-1,
2005122940265,1,1,1,1,30,6,3,0,0,0,0,-1,4,-1,
2005122940894,2,1,2,2,20,4,3,0,0,1,0,-1,9,-1,
2005122940897,1,1,1,1,30,6,3,0,0,0,0,-1,9,-1,
2005122950573,1,1,1,1,30,6,3,0,0,0,0,-1,9,-1,
2005122950579,2,1,1,1,37,7,3,0,0,0,0,-1,9,-1,
2005122960084,1,1,1,1,21,5,2,0,0,0,0,-1,9,-1,
2005122960654,2,1,1,1,18,4,3,0,0,0,0,-1,2,-1,
2005122970251,1,1,1,1,20,4,3,0,0,0,0,-1,9,-1,
2005122970251,1,2,2,2,16,4,3,0,0,1,0,-1,9,-1,
2005122970251,2,3,1,1,54,8,3,0,0,0,0,-1,9,-1,
2005122970251,2,4,2,2,44,7,3,0,0,1,0,-1,9,-1,
2005122970879,2,1,1,2,50,8,3,0,0,0,0,-1,9,-1,
2005122980626,2,1,1,1,43,7,3,0,0,0,0,-1,1,-1,
2005122980897,1,1,1,1,14,3,3,0,0,0,0,-1,1,-1,
2005122990754,2,1,1,1,46,8,3,0,0,0,0,-1,9,-1,
2005122990754,2,3,2,1,24,5,3,0,0,1,0,-1,9,-1,
2005122990754,2,4,2,1,53,8,3,0,0,2,0,-1,9,-1,
2005122990754,2,5,2,1,24,5,3,0,0,2,0,-1,9,-1,
2005122990754,3,2,1,1,55,8,3,0,0,0,0,-1,9,-1,
2005123000117,1,1,2,1,9,2,3,0,0,0,0,-1,19,-1,
2005123000117,1,2,2,1,4,1,3,0,0,0,0,-1,19,-1,
2005123000616,1,1,3,1,30,6,3,5,3,0,0,-1,0,-1,
2005123010540,2,1,1,1,14,3,3,0,0,0,0,-1,1,-1,
2005123030439,2,1,1,1,33,6,3,0,0,0,0,-1,9,-1,
2005123030439,2,2,2,2,32,6,3,0,0,1,0,-1,9,-1,
2005123030439,3,3,1,2,29,6,3,0,0,0,0,-1,9,-1,
2005123030439,3,4,2,2,29,6,3,0,0,1,0,-1,9,-1,
2005123040084,1,1,1,1,48,8,3,0,0,0,0,-1,9,-1,
2005123040871,2,1,1,1,35,6,2,0,0,0,0,-1,5,-1,
2005123040928,1,2,1,2,19,4,3,0,0,0,0,-1,9,-1,
2005123040928,2,1,1,1,37,7,3,0,0,0,0,-1,9,-1,
2005123060770,1,1,1,2,49,8,3,0,0,0,0,-1,9,-1,
2005123070789,2,1,1,1,51,8,3,0,0,0,0,-1,1,1,
2005123080483,1,1,1,1,16,4,3,0,0,0,0,-1,2,-1,
2005123080484,1,1,1,1,21,5,3,0,0,0,0,-1,9,1,
2005123080484,2,2,1,2,43,7,3,0,0,0,0,-1,9,3,
2005123081065,1,1,1,2,38,7,3,0,0,0,0,-1,9,-1,
2005123081065,2,2,1,2,27,6,3,0,0,0,0,-1,9,-1,
2005123100148,1,1,1,1,49,8,2,0,0,0,0,-1,9,-1,
2005123100148,2,2,1,1,24,5,2,0,0,0,0,-1,9,-1,
2005123100251,1,1,1,1,18,4,3,0,0,0,0,-1,1,1,
2005123100645,1,1,3,1,3,1,3,10,2,0,0,-1,0,-1,
2005123110144,2,1,1,1,24,5,3,0,0,0,0,-1,9,-1,
2005123110916,2,1,1,1,35,6,3,0,0,0,0,-1,1,-1,
2005123120155,2,1,1,2,41,7,3,0,0,0,0,-1,1,-1,
2005123120238,2,1,1,1,21,5,3,0,0,0,0,-1,1,1,
2005123120751,1,1,3,2,12,3,3,5,1,0,0,-1,0,-1,
2005123120804,1,1,1,1,38,7,2,0,0,0,0,-1,9,-1,
2005123120804,1,3,2,1,40,7,3,0,0,1,0,-1,9,-1,
2005123120804,2,2,1,2,55,8,2,0,0,0,0,-1,9,-1,
2005123120856,2,1,1,2,20,4,3,0,0,0,0,-1,1,-1,
2005123130058,1,1,3,2,19,4,3,6,9,0,0,-1,0,1,
2005123130069,1,1,1,2,22,5,3,0,0,0,0,-1,9,-1,
2005123130093,1,1,3,2,12,3,3,4,1,0,0,-1,0,-1,
2005123130745,1,1,3,2,14,3,3,5,3,0,0,-1,0,-1,
2005123130842,1,1,1,1,36,7,3,0,0,0,0,-1,9,1,
2005123130842,2,2,1,2,22,5,3,0,0,0,0,-1,9,1,
2005123131016,1,1,1,1,70,10,2,0,0,0,0,-1,9,-1,
2005123131016,1,2,2,2,70,10,3,0,0,1,0,-1,9,-1,
2005123140100,1,1,1,2,56,9,3,0,0,0,0,-1,1,1,
2005123140735,2,1,1,1,43,7,3,0,0,0,0,-1,9,-1,
2005123140735,4,2,1,1,46,8,3,0,0,0,0,-1,9,-1,
2005123160563,1,1,2,2,18,4,3,0,0,2,0,-1,9,1,
2005123170082,1,1,1,1,36,7,1,0,0,0,0,-1,9,-1,
2005123170082,2,2,1,1,36,7,2,0,0,0,0,-1,19,-1,
2005123170082,2,3,2,1,24,5,2,0,0,0,0,-1,19,-1,
2005123190685,2,1,1,1,47,8,3,0,0,0,0,-1,1,1,
2005123190894,1,1,1,2,41,7,3,0,0,0,0,-1,9,2,
2005123190894,2,2,1,1,18,4,3,0,0,0,0,-1,9,3,
